  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  0.   0.  15.  15.  12.   12.  17.  17.   0.  27.  27.   0.  46.  27.  27.  28. 
 13.  14.  16.  16.   2.    3.   0.   0.   0.   0.   0.  10.   0.   8.   0.   0. 
 17.  18.  12.  13.  10.   11.  40.  41.  18.  16.   0.  18.  18.   0.  13.  18. 
  5.   5.  13.  13.  24.   24.   6.   6.   8.   0.   0.   8.  24.   0.   0.  28. 
  0.   0.   3.   3.   0.    0.   3.   3.   0.  24.  18.   0.  17.   4.   4.  40. 
 15.  15.   0.   0.  15.   15.   0.   0.  10.  34.   0.  28.  11.   0.  40.  10. 
 26.  27.  30.  30.   0.    0.  39.  39.   0.  17.   6.  35.   0.   6.   6.   0. 
 12.  13.  16.  16.  29.   29.   0.   1.   3.   0.   0.   3.   3.  15.  21.   3. 
 11.  11.   5.   6.   9.    9.   0.   0.   4.   0.  23.   4.  28.   0.   0.   4. 
  7.   7.  17.  17.   0.    0.  24.  24.  42.  41.  42.  42.  42.   0.   0.  44. 
  3.   3.   0.   0.   0.    0.   3.   3.  13.  12.  24.   0.   0.  12.  12.  14. 
 29.  29.  19.  19.  10.   10.   0.   0.   0.  28.  36.   0.  62.   8.   8.   0. 
  0.   0.   7.   8.   6.    7.   1.   1.   0.  22.  28.   0.   0.  30.  22.  44. 
 16.  17.   8.   9.   8.    8.   0.   0.  28.  23.  61.  28.  34.   0.   0.  28. 
 19.  19.   0.   0.  16.   17.  18.  19.  48.  22.  22.   0.   0.  22.  26.   0. 
  2.   3.   1.   1.   3.    4.   0.   0.   0.  20.  20.  17.   0.  30.  32.   0. 
 33.  34.  58.  58.  38.   39.   0.   0.   0.  18.  18.  38.   0.  30.  18.   0. 
 11.  11.   0.   0.  21.   22.  10.  11.  37.  10.  10.   0.   0.  32.  10.   7. 
  6.   6.   2.   3.   0.    0.   6.   7.  42.   0.   0.  12.  10.   0.   0.  10. 
  0.   0.  33.  33.   2.    3.  35.  36.  32.   0.   0.   7.   7.  13.  24.   7. 
 19.  19.   0.   0.  21.   21.   2.   2.   0.  25.   6.   0.  46.   6.  42.   0. 
 36.  36.  23.  23.   0.    0.  59.  59.  12.  11.  25.   0.   0.  11.  11.  18. 
 44.  44.   0.   0.  18.   18.  26.  26.  21.   6.   6.   9.   0.   6.  38.   0. 
  0.   0.   9.   9.   7.    7.   2.   2.   0.  24.  28.   0.  38.  24.  24.  22. 
  0.   0.  27.  27.   1.    1.  28.  28.  17.  16.   0.  17.  35.   0.   0.  48. 
 14.  14.  40.  40.   0.    0.  26.  26.  45.   0.   1.   5.   5.  26.   0.   5. 
 54.  55.  23.  23.   2.    2.  30.  30.   0.  52.  17.  21.   0.  17.  17.   0. 
 11.  11.   2.   2.   6.    6.  19.  20.   6.   2.   0.   6.   6.   0.   1.   6. 
  1.   2.  17.  18.   0.    0.  16.  16.  18.  38.   0.  32.  28.   0.   0.  18. 
  9.   9.  26.  27.  18.   18.   0.   0.  18.   0.  32.  18.  18.  58.   0.  18. 
 29.  29.   0.   0.  34.   34.  29.  29.  63.  17.  17.   0.   0.  17.  25.   0. 
 24.  24.   0.   0.   8.    8.  22.  22.   6.  20.  20.   0.   0.  20.  20.  26. 
  0.   0.  22.  23.  38.   39.  25.  25.   0.   2.   2.   0.  43.   2.   2.   0. 
 28.  28.   0.   0.  48.   48.  20.  20.  48.   7.   7.   0.   0.  39.  49.   0. 
  0.   0.   9.   9.   0.    0.   9.   9.  12.   6.   0.  15.  38.   0.  10.  12. 
 19.  19.  17.  17.   0.    0.   4.   4.  36.  10.  10.   4.   0.  10.  10.   0. 
  3.   3.  40.  40.   0.    0.  38.  38.   3.  63.   9.   3.   3.   0.   0.   3. 
  9.   9.   0.   0.   2.    2.   7.   7.  50.   0.   2.  18.  18.   0.   0.  26. 
  0.   0.  18.  18.  16.   17.  15.  15.  18.   0.   0.  18.  21.   0.  33.  18. 
  0.   0.  47.  47.  39.   39.   8.   8.  15.   0.  42.  15.  17.   0.   0.  19. 
  0.   0.   6.   6.   0.    0.   6.   6.  34.  30.  50.   0.   0.  41.  30.  22. 
  8.   8.  23.  24.   5.    5.  11.  11.  15.   0.  38.  15.  24.   0.   0.  15. 
 11.  12.   0.   0.  11.   12.   0.   0.   4.  24.  24.  17.   0.  26.  34.   0. 
  0.   0.  27.  27.  21.   22.   5.   6.  25.   0.  43.  25.  25.  11.   0.  26. 
 12.  12.   0.   0.  37.   38.  25.  26.  10.  36.   0.  10.  16.   0.   0.  16. 
  0.   0.  25.  26.  14.   14.  11.  12.  20.   0.   8.  20.  34.   0.   0.  20. 
  5.   6.  16.  17.   0.    0.  22.  22.   4.  18.   2.   4.   4.   0.   0.  16. 
 18.  19.  15.  15.   0.    0.  22.  22.  25.  58.  28.  25.  25.   0.   0.  25. 
  0.   0.  20.  21.  13.   14.   7.   7.   0.   8.   8.   5.   5.   8.  46.   0. 
  8.   8.   9.   9.  13.   13.   0.   0.   2.   0.   0.  11.   2.   1.   0.   2. 
 18.  19.  17.  18.   0.    0.  36.  36.   9.  11.   0.  35.   9.   0.  11.   9. 
 10.  10.  11.  12.   0.    0.   1.   2.   3.  28.   0.  51.   9.   0.   0.   3. 
 11.  11.   0.   0.  27.   27.  17.  17.   0.  63.   2.   0.   0.   2.   2.  58. 
  0.   0.  17.  18.  14.   14.   3.   3.  26.   0.   0.  48.  26.  42.   0.  26. 
  0.   0.  37.  37.  51.   51.  39.  39.   6.   0.   0.   6.   8.   0.   0.   6. 
  0.   0.  34.  34.  40.   41.  33.  33.   5.   0.   0.   5.  24.   0.  11.   5. 
  8.   8.   0.   0.   9.    9.   1.   1.  11.  42.   0.  11.  30.   0.   6.  11. 
  0.   0.  15.  15.  13.   14.  26.  27.   0.   4.   4.   0.   0.  28.   4.  19. 
  0.   0.   5.   6.   0.    0.   5.   6.  48.   0.   0.  28.  16.   9.   0.  16. 
 11.  12.   0.   0.  11.   12.   0.   0.   0.  27.  12.  10.  53.  12.  15.   0. 
  0.   0.  21.  21.   9.    9.  12.  12.   0.   2.   4.   0.   0.  10.   2.  16. 
  0.   0.   6.   7.   0.    0.   6.   7.   0.  10.   0.  13.   9.   0.  26.   0. 
  0.   0.  30.  30.  13.   13.  17.  17.   0.   8.   8.  12.  54.   8.  11.   0. 
 39.  39.  23.  23.  25.   25.   0.   0.   0.   8.   8.  15.  21.   8.   8.   0. 
 22.  22.  29.  29.   3.    4.   3.   4.   0.  24.  26.   0.  36.  24.  24.   0. 
  7.   7.   7.   7.  14.   14.   0.   0.   0.  17.  28.   0.  32.  17.  17.  28. 
  3.   4.  30.  31.  48.   49.  14.  15.   0.  16.  16.   0.  14.  16.  16.  34. 
 42.  42.  27.  27.   0.    0.  49.  49.  30.  22.  38.   0.   0.  22.  22.   0. 
  0.   0.   4.   4.  14.   14.  18.  18.   0.  53.   3.   0.   1.   3.  10.   0. 
  4.   4.  23.  23.  27.   27.   0.   0.   8.   0.   0.  56.   8.  21.   8.   8. 
 26.  27.  25.  25.   0.    0.   8.   8.  21.  14.  14.  54.   0.  14.  14.   0. 
 23.  23.   0.   0.  17.   18.  20.  21.  20.   0.   0.  14.  14.   0.  49.  14. 
  0.   0.  21.  21.   6.    7.  14.  15.  16.   0.   0.  26.  48.   0.   5.  16. 
  9.   9.  48.  48.  19.   20.  19.  20.  20.   0.  28.  20.  20.   8.   0.  20. 
 20.  21.  31.  31.  15.   16.   0.   0.   0.  22.  32.   0.  12.  22.  22.   0. 
  4.   4.   3.   4.   0.    0.   0.   1.   0.  14.  22.   0.   0.  12.  12.   0. 
  0.   0.  21.  21.   7.    7.  14.  14.  13.   0.  50.  13.  27.   0.   0.  15. 
 42.  43.  38.  38.   0.    0.  29.  29.   0.   8.   8.   0.   0.   2.   2.   0. 
  0.   0.   0.   1.  10.   10.  10.  11.   0.  19.  19.   0.   3.  19.  43.   0. 
  2.   3.  38.  38.   0.    0.  40.  41.  14.  49.  24.  14.  14.   0.   0.  16. 
  0.   0.   7.   7.   0.    0.   7.   7.   0.  13.   2.  21.  42.   2.   2.   0. 
 31.  31.   0.   0.   2.    2.  29.  29.   4.   0.   0.  20.   0.   0.  34.   0. 
 16.  16.   0.   0.   3.    3.  13.  13.   4.  47.  10.   4.   4.   0.   0.  46. 
 17.  17.  21.  21.   0.    0.  10.  10.  43.  14.  14.  30.   0.  14.  14.   0. 
 41.  42.  24.  24.   0.    0.  38.  39.  23.  30.  30.   8.   0.  30.  30.   0. 
 16.  17.  53.  53.  19.   19.  17.  18.   0.   2.   6.   0.   0.  10.   2.   0. 
  1.   1.   9.   9.   6.    6.   2.   2.   0.   1.   1.  19.   1.   1.   1.   0. 
  5.   6.   0.   0.  11.   12.   6.   6.  26.   0.   0.   8.   8.  21.   0.  10. 
  0.   0.  34.  34.   4.    4.  30.  30.   9.   0.  28.   9.   9.   0.   0.  27. 
  0.   0.  13.  13.   0.    0.  13.  13.  28.   0.   0.   8.   2.  28.   8.   2. 
  0.   0.   2.   2.   0.    0.   2.   2.  26.  12.  12.  16.   0.  24.  12.   0. 
  8.   9.   0.   0.   8.    9.   0.   0.  39.   6.   6.  11.   0.  24.  14.   0. 
  0.   0.  25.  25.  28.   29.   9.   9.   0.  14.  14.   0.  22.  14.  14.  17. 
 10.  10.   0.   0.  15.   16.   5.   6.   5.  38.   0.   5.  10.   0.   0.  11. 
  0.   0.  23.  23.  14.   14.  37.  37.   0.  17.   9.   0.  42.   9.   9.  15. 
  0.   0.  12.  12.   2.    2.  14.  14.   7.  14.   0.   7.  38.   0.  33.   7. 
  4.   4.   0.   0.   6.    6.   2.   2.  10.  30.   0.  10.  41.   0.   0.  53. 
 11.  11.   5.   5.  17.   17.  33.  33.   2.  23.   0.   2.   2.   0.   0.   3. 
 18.  19.   5.   5.  12.   12.   1.   1.  10.   0.   0.  20.   4.   0.   0.   4. 
 24.  25.  13.  13.   0.    0.  37.  38.  41.  10.  12.   0.   0.  10.  10.  30. 
  8.   8.  48.  48.  18.   18.  22.  22.   8.   0.   4.   8.  12.   0.   0.   8. 
 14.  14.   8.   9.   2.    3.   3.   3.  24.   0.  56.   5.   5.   0.   0.   5. 
  0.   0.  13.  13.   0.    0.  13.  13.  18.   0.   4.   0.   0.  12.   0.  36. 
 10.  10.  18.  18.   6.    6.  34.  35.   2.  11.   0.   2.   2.   0.   0.   5. 
  0.   0.   0.   0.   0.    0.   0.   0.  47.  34.  54.   0.   0.  34.  34.  62. 
 20.  20.   1.   1.  19.   19.   0.   0.   0.  23.  16.   6.  44.  16.  16.   0. 
  0.   0.   7.   7.   3.    3.   4.   4.   0.   8.  26.   0.   0.  11.   8.  50. 
 27.  27.   0.   0.  27.   27.   0.   0.  28.   0.   0.  37.   9.   4.   2.   9. 
 21.  22.   0.   1.  36.   36.  14.  14.   0.  15.  15.   0.   8.  15.  15.  35. 
  6.   6.  62.  62.  32.   32.  24.  24.   0.   8.   8.  23.   0.  26.   8.   0. 
  0.   0.   5.   5.   8.    8.   9.   9.  19.   0.   0.  19.  27.   0.  37.  19. 
  4.   4.  36.  37.  25.   26.   7.   7.  33.   0.  36.  33.  33.  17.   0.  33. 
 19.  19.  20.  20.   0.    0.   1.   1.   8.   4.   4.  13.   0.  34.   4.   0. 
  1.   1.  29.  29.   0.    0.  28.  28.   8.  22.  22.   7.   0.  34.  22.   0. 
 23.  24.   0.   0.  12.   12.  11.  12.  16.  20.   0.  28.  16.   0.  57.  16. 
  9.   9.  13.  13.   7.    7.  29.  29.  32.   1.   1.   0.   0.   1.   1.  33. 
  0.   0.  29.  29.   3.    4.  25.  26.  14.   0.  42.  14.  14.  15.   0.  44. 
 26.  27.   9.  10.  17.   17.   0.   0.   3.  12.  12.  28.   0.  18.  12.   0. 
 11.  11.   0.   0.   1.    2.   9.  10.   2.   6.   0.  34.   2.   0.   8.   2. 
  0.   0.   9.   9.   0.    0.   9.   9.  42.   0.  46.  29.  29.  50.   0.  44. 
 24.  24.  40.  40.   9.    9.   7.   7.  20.   0.   0.  24.  20.  31.   0.  20. 
 11.  11.   0.   0.   9.    9.   2.   2.  40.   0.   0.  33.   1.   0.  60.   1. 
