  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 30.  31.  29.  30.  19.   19.   0.   0.   0.  12.  20.   0.  37.  12.  12.   0. 
 23.  23.  29.  29.   0.    0.   6.   6.   0.   6.   7.   0.  19.   0.   0.   0. 
 20.  20.  21.  21.   7.    7.   0.   0.   0.  25.  25.  28.  36.  25.  25.   0. 
 23.  23.   0.   0.  19.   19.  12.  13.   0.  28.  12.   0.   0.  12.  12.  18. 
  3.   3.   9.   9.  12.   12.   0.   0.   0.   0.   0.   8.   0.  12.  32.   0. 
  0.   0.  24.  24.  11.   11.  15.  15.   0.   2.   2.   0.   0.  34.  22.   0. 
  3.   3.  24.  24.   0.    0.  21.  21.   0.  10.   3.   8.  10.   3.   3.   0. 
 14.  14.   0.   0.  23.   23.   9.   9.   9.  14.  14.   0.   0.  20.  14.   0. 
  0.   0.  15.  15.   3.    3.  12.  12.   4.   0.  46.   4.   4.   9.   0.  13. 
  9.   9.   4.   5.   0.    0.  13.  14.   0.   2.  32.   0.   0.   2.   2.  13. 
  7.   7.  41.  41.   5.    5.  29.  29.   8.   0.   0.  24.   8.  16.   0.   8. 
  2.   2.   0.   0.  26.   26.  24.  24.  15.  12.   0.  15.  17.   0.  12.  15. 
 22.  22.  16.  16.   6.    6.   0.   0.  28.   0.  31.  12.  12.  10.   0.  12. 
 27.  27.  30.  31.  28.   28.   0.   0.   3.   0.  16.   3.  10.   0.   0.   3. 
 25.  26.   4.   5.   7.    7.  14.  14.  16.  25.  40.  16.  16.   0.   0.  16. 
 31.  32.   9.   9.  16.   16.   7.   7.  29.   4.   4.  16.   0.   4.   4.   0. 
  8.   9.   7.   7.   1.    2.   0.   0.  41.   7.   7.   8.   0.  53.   7.   0. 
 25.  25.   6.   6.  14.   14.   5.   5.  26.  11.  11.  10.   0.  11.  11.   0. 
 17.  17.  39.  40.  17.   17.   6.   6.  22.   0.  34.  22.  36.   0.   0.  22. 
 11.  11.   3.   3.   8.    8.   0.   0.   0.  30.  17.   7.   6.  17.  17.   0. 
  0.   0.  24.  25.  22.   23.   2.   2.   0.   2.  26.   0.   0.   4.   2.  18. 
 31.  31.   0.   0.  20.   20.  41.  41.  18.  27.  27.   0.   0.  27.  27.  33. 
  4.   4.   7.   8.  11.   12.   0.   0.   2.   0.  25.   2.   2.  25.   0.  36. 
  7.   7.   2.   2.  29.   30.  20.  20.   0.  22.  22.   0.   0.  36.  22.  17. 
 22.  23.  28.  28.   0.    0.  17.  17.  35.  22.  22.  28.   0.  22.  22.   0. 
 25.  26.   0.   0.   0.    1.  25.  25.  30.  26.   0.  30.  30.   0.  14.  30. 
  0.   0.   4.   4.  21.   21.  25.  25.   5.   0.   0.   5.  14.   0.  13.   5. 
 12.  12.  10.  10.   0.    0.  12.  12.   9.  12.  12.  48.   0.  12.  12.   0. 
  1.   1.   0.   0.   1.    1.   0.   0.   6.  23.   0.  14.  12.   0.  26.   6. 
 33.  33.  46.  46.   0.    0.  13.  13.  15.   0.  22.   0.   0.  22.   0.   0. 
 13.  14.  34.  35.  15.   15.   6.   6.   0.   6.  36.   0.   0.  26.   6.   0. 
 20.  21.  15.  15.   0.    0.  12.  13.  37.  24.  53.  37.  37.   0.   0.  37. 
 10.  10.  16.  16.   0.    0.   8.   8.  17.   0.  26.   6.   6.   0.   0.   6. 
 47.  48.  23.  24.  25.   25.   0.   0.   0.  20.  20.  58.  33.  20.  20.   0. 
 16.  17.  46.  46.  24.   25.   5.   5.  25.   0.  29.  25.  25.  24.   0.  25. 
  0.   0.   6.   7.   3.    4.   3.   3.   0.   7.   9.   0.   4.   7.   7.  24. 
  0.   0.  15.  15.   5.    5.  10.  10.   0.   0.  20.   0.   0.  19.   0.  11. 
 12.  12.   0.   0.   7.    8.   6.   7.  62.   0.   0.   3.   3.   0.   0.  14. 
  3.   3.   0.   0.  49.   49.  47.  47.   2.   1.   0.   2.   2.   0.   0.  11. 
 18.  18.   0.   0.  29.   29.  11.  11.   0.  11.  11.   0.  58.  11.  30.   0. 
  0.   0.  14.  14.   0.    0.  14.  14.   0.   8.  12.   0.   4.   6.   6.  13. 
  6.   7.   0.   0.   4.    5.   2.   2.  25.   0.  30.   1.   1.   0.   0.  13. 
 13.  13.   5.   6.   8.    8.   0.   0.   6.   0.   0.  18.   6.   0.   0.   6. 
  0.   0.  27.  27.   0.    0.  27.  27.   2.  18.   0.  16.  12.   0.  28.   2. 
  0.   0.   7.   7.   0.    0.   7.   7.  28.   0.  24.   6.   6.  48.   0.  28. 
  7.   7.   4.   5.   0.    0.  11.  12.   9.  10.  10.   5.   0.  10.  47.   0. 
  6.   6.   3.   3.   3.    3.   0.   0.   0.   9.   3.  53.   0.   3.   3.   0. 
  0.   0.  18.  18.   0.    0.  18.  18.   3.  12.  20.   3.   8.   0.   0.  36. 
 23.  23.  24.  24.   1.    1.   0.   0.   0.   5.   7.   0.  16.   5.   5.   0. 
 17.  18.  27.  27.   0.    0.  44.  45.   7.   7.   7.  15.   0.   7.  31.   0. 
 19.  19.   0.   0.  19.   19.   0.   0.   1.   0.  34.   1.  33.   0.   0.  49. 
 16.  16.   0.   0.  32.   32.  16.  16.  46.   6.   6.   0.   0.  18.  26.   0. 
  3.   3.   7.   7.   0.    0.  10.  10.  55.   0.   0.  19.   8.   0.  28.   8. 
 21.  21.   0.   0.  21.   21.   0.   0.  16.   0.  14.   5.   5.  42.   0.  42. 
  5.   5.  31.  32.  12.   12.  14.  14.  17.   0.   5.  17.  17.  32.   0.  17. 
  0.   0.  52.  52.  39.   40.  40.  40.   0.  28.  28.   0.   0.  40.  28.  12. 
  6.   6.   0.   0.  21.   22.  15.  16.  41.  22.  22.   0.   0.  30.  22.  37. 
  0.   0.  17.  17.  16.   17.  30.  30.   0.   4.   4.   0.   0.  14.   4.   5. 
  0.   0.   7.   8.   9.    9.  16.  17.   0.  16.   8.   0.  25.   8.  54.   0. 
  3.   3.  21.  21.   0.    0.  18.  18.  18.  14.  14.  63.   0.  38.  14.   0. 
 26.  26.   0.   0.  18.   18.  23.  24.  28.   4.   0.  28.  28.   0.  34.  28. 
  6.   6.  30.  31.  12.   12.  12.  12.   0.  10.  10.  14.  36.  10.  10.   0. 
  0.   0.  28.  28.   1.    1.  27.  27.   0.  20.  20.  32.   8.  20.  30.   0. 
 49.  50.  22.  22.  14.   14.  13.  14.  26.  10.  10.   9.   0.  10.  10.   0. 
 10.  10.   0.   0.   2.    2.   8.   8.   0.  29.   5.   0.   0.   1.   1.  42. 
  0.   0.  17.  18.  18.   19.  36.  36.   0.  32.  18.   0.  63.  18.  18.  11. 
 31.  31.  27.  27.   3.    4.   0.   1.   0.  53.   4.  25.   0.   4.   4.   0. 
 24.  24.  27.  28.  13.   13.   0.   0.  17.   0.  30.  17.  17.  19.   0.  17. 
  5.   5.   0.   0.  39.   39.  41.  42.  43.   0.   0.  28.  28.   0.  17.  28. 
 24.  24.  11.  11.  19.   19.   0.   0.   0.  26.  26.  47.  34.  26.  26.   0. 
  5.   5.   1.   1.  22.   23.  17.  17.   0.   8.   8.   0.   0.  41.   8.  22. 
 10.  10.   0.   0.  24.   24.  24.  24.  22.   2.   2.   0.   0.   2.   2.   9. 
  6.   6.   6.   6.  10.   10.  22.  23.   0.   8.   4.   0.   0.   4.  42.   0. 
 20.  20.  36.  37.   2.    2.  15.  15.  24.   0.   0.  24.  24.  39.   0.  24. 
 13.  14.  24.  24.   0.    0.  37.  38.  28.   0.  24.   2.   2.   0.   0.   4. 
  0.   0.   5.   5.  20.   20.  25.  25.  12.   0.   0.  12.  24.   0.  21.  12. 
  0.   0.  11.  11.   2.    2.  13.  13.  26.   0.   0.   6.   6.  20.   9.   6. 
 20.  20.   0.   0.  24.   24.  29.  29.  39.   4.   4.   0.   0.   4.   4.  28. 
 13.  13.   0.   0.  20.   20.   7.   7.  16.   4.   4.   0.   0.  23.  14.   0. 
