  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
2921.159   -2.286   -2.360    2.224    2.148    2.168    2.241   -2.352   -2.272 
3071.437   -0.916   -0.544    2.043    1.972    0.723    1.682    4.108    3.418 
3074.389    3.259    2.916   -0.354   -0.319    2.874    3.599    0.174   -0.872 
3107.755    2.585    1.866    3.361    3.525   -1.512   -2.103   -0.810   -0.618 
3152.309    1.624   -2.404   -0.059   -0.148   -2.001    0.816    3.472   -4.030 
3166.894   -3.237    3.560   -0.934    1.237   -3.117    2.213    0.253   -1.251 
3174.687   -2.202    2.266    1.287   -1.118    3.083   -2.947    2.324   -2.340 
3182.156   -0.128    0.381    4.336   -4.251   -1.688    1.318   -0.652    0.358 
2913.791   -2.430   -2.415    2.267    2.197    2.157    2.222   -2.142   -2.163 
3069.900    3.327    3.257   -0.073   -0.184    3.026    3.027   -0.851   -0.739 
3080.164    0.929    0.808    3.648    3.550   -0.136   -0.064    2.570    2.737 
3109.963   -1.760   -1.697   -1.525   -1.734    2.782    2.379    2.704    3.097 
3152.750   -4.490    4.597    0.104   -0.002   -0.185    0.186   -0.069    0.100 
3163.828   -0.025    0.118    3.781   -3.674    2.445   -2.724    0.372   -0.594 
3171.711   -0.139    0.236   -2.524    2.751    3.694   -3.681    0.533   -0.616 
3178.179   -0.073    0.030   -0.087    0.026   -0.584    0.912    4.715   -4.319 
2913.981   -2.213   -2.235    2.179    2.422    2.550    2.253   -2.046   -2.066 
3067.989    3.477    3.133    0.240    0.900    3.156    2.758    0.880    0.310 
3080.416   -1.357   -0.708    2.165    2.500    0.056   -0.119    3.520    3.974 
3109.033   -2.238   -1.399   -2.978   -3.134    1.986    2.872    1.277    1.447 
3153.643    1.194   -1.086    1.966   -1.050   -3.748    3.844    1.677   -1.473 
3160.739   -3.462    4.530    0.951   -0.309   -1.475    1.452   -1.753    0.884 
3176.408    1.326   -0.969    3.636   -3.463    1.051   -0.406   -2.440    2.623 
3179.068    1.487   -1.280   -2.352    2.350   -1.842    1.847   -3.305    3.077 
2920.641   -2.328   -2.231    2.171    2.288    2.367    2.264   -2.149   -2.252 
3073.391    2.771    2.751    1.049    0.867    3.211    3.122    1.515    1.385 
3083.650    0.678    0.633   -3.116   -3.697    1.878    1.274   -2.469   -2.476 
3109.513   -2.488   -2.945   -1.699   -1.802    1.533    1.697    3.050    2.460 
3160.127   -0.189    0.491   -0.887    0.520   -4.139    4.352    1.141   -1.697 
3166.143   -3.442    3.218    3.075   -2.890   -0.032   -0.153    1.047   -0.783 
3176.140   -2.900    2.917   -3.623    3.138    1.048   -0.814    0.480   -0.309 
3180.171   -1.259    0.943   -0.049   -0.247   -1.111    1.577   -4.099    4.367 
2921.070   -2.315   -2.337    2.302    2.264    2.124    2.154   -2.281   -2.279 
3080.294   -1.019   -1.072    2.984    2.950   -0.936   -0.937    3.145    3.187 
3085.603    3.333    3.278    1.388    1.410    2.752    2.771    0.576    0.621 
3116.498    1.874    1.728    2.100    2.247   -2.851   -2.728   -2.176   -2.349 
3168.781   -3.980    4.034   -1.132    1.256   -0.369    0.294   -1.852    1.791 
3171.260   -1.648    1.768    4.140   -4.056    0.496   -0.578    0.942   -1.007 
3172.621   -1.410    1.350   -1.505    1.494   -0.277    0.410    4.148   -4.019 
3184.316    0.178   -0.211    0.648   -0.732   -4.520    4.556   -0.026    0.093 
2911.314   -2.158   -2.158    2.029    2.003    2.268    2.352   -2.509   -2.465 
3071.637   -1.601   -1.596    2.557    2.533    0.076   -0.041    3.410    3.410 
3074.325    2.741    2.676    0.232    0.222    3.442    3.528    0.980    1.175 
3111.883    2.593    2.359    3.131    3.270   -1.807   -1.681   -1.059   -1.314 
3147.112    0.221   -0.259    0.045   -0.193    0.688   -0.398    4.533   -4.463 
3159.591    0.280   -0.155    0.411   -0.324    4.518   -4.489   -0.651    0.482 
3171.200   -4.474    4.653    0.072    0.095    0.234   -0.256    0.186   -0.241 
3183.693    0.007    0.080    4.613   -4.542   -0.425    0.334   -0.084    0.054 
2909.445   -2.155   -2.173    2.274    2.222    2.034    2.166   -2.507   -2.419 
3061.477   -0.832   -0.877    3.086    3.052   -0.295   -0.453    3.246    3.156 
3084.023    3.428    3.318    0.921    0.933    2.815    2.995    0.194    0.524 
3107.605   -2.087   -1.851   -2.128   -2.425    2.834    2.708    1.687    2.266 
3145.938    0.285   -0.297    0.291   -0.525    0.826   -0.191    4.533   -4.407 
3158.385    0.365   -0.178    4.549   -4.426    0.420   -0.672   -0.559    0.394 
3171.094   -4.462    4.639    0.414   -0.237   -0.194    0.146    0.256   -0.321 
3179.692   -0.163    0.305   -0.540    0.628    4.564   -4.476   -0.574    0.325 
2923.548    2.161    2.200   -2.312   -2.278   -2.273   -2.316    2.287    2.247 
3080.048    1.284    1.295   -2.952   -3.180    1.858    1.610   -2.614   -2.558 
3085.965    2.427    2.446    1.177    1.081    3.056    3.188    2.078    1.866 
