  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  1.   1.  28.  28.   2.    2.  31.  32.  16.   0.   0.   4.   4.   0.  10.   4. 
 12.  12.  13.  13.  32.   32.   7.   7.   0.  10.  10.   0.   4.  10.  10.  21. 
  9.  10.   2.   3.   7.    7.   0.   0.  17.   0.  35.  17.  24.   0.   0.  17. 
  6.   6.  17.  17.  14.   14.  37.  37.   6.   8.   8.   0.   0.   8.   8.   7. 
  0.   0.  29.  29.  24.   25.  52.  52.   0.   5.   5.   0.   0.  45.   5.  13. 
 10.  10.  17.  17.   0.    0.   7.   7.   0.   6.  17.   0.   0.  16.   6.   0. 
 26.  26.  22.  22.  16.   16.   0.   0.   6.   0.   0.   6.  22.   0.   0.   6. 
 34.  35.   1.   1.  24.   24.  10.  10.  10.   1.   8.   0.   0.   1.   1.   0. 
  7.   7.   9.   9.   2.    2.  18.  18.  33.  14.  14.   0.   0.  14.  20.   0. 
  0.   0.  33.  33.  22.   22.  11.  11.   0.   9.  24.   0.  15.   9.   9.  16. 
 20.  20.  30.  31.   7.    7.   4.   4.   4.   0.  34.   4.  20.   0.   0.   4. 
 11.  12.  16.  17.   0.    0.  28.  28.  31.  25.  31.   0.   0.  25.  25.  28. 
  6.   7.  12.  12.   0.    0.   5.   6.   0.   8.   8.   0.  11.   8.   8.   0. 
 30.  30.   0.   0.  20.   20.  10.  10.   4.   2.   7.   4.   4.   0.   0.  54. 
  2.   2.   0.   0.   2.    2.   0.   0.   4.  40.   0.  14.  23.   0.  24.   4. 
 37.  38.   0.   0.  22.   23.  15.  15.   4.   0.  26.   4.   4.   0.   0.   8. 
 10.  10.   2.   3.  12.   13.   0.   0.   0.  10.  20.   0.  30.  10.  10.  28. 
 12.  12.   0.   0.  12.   12.   0.   0.  11.  60.   0.  30.  34.   0.  30.  11. 
  6.   6.  33.  33.   0.    0.  39.  39.  47.   0.  46.  20.  20.   0.   0.  21. 
 10.  10.   6.   6.  24.   25.   8.   9.  30.   0.   0.  30.  30.  14.  28.  30. 
 41.  41.  19.  19.   9.   10.  12.  13.   4.   2.   8.   4.   4.   0.   0.   4. 
  0.   0.  21.  22.  10.   11.  32.  32.  18.   0.   0.  10.  10.   2.  31.  10. 
  0.   0.  16.  16.   0.    0.  16.  16.   8.  35.  43.   0.   0.  36.  35.  49. 
  4.   5.   0.   0.  23.   24.  23.  23.   0.  11.   9.   0.   0.   9.   9.  47. 
  5.   5.  15.  16.  14.   15.   0.   0.  22.   0.  58.  22.  22.  11.   0.  22. 
 15.  16.  13.  14.  29.   29.   0.   0.   0.  49.  52.   0.  27.  49.  49.   5. 
  1.   1.   9.   9.   0.    0.  10.  10.  25.  29.  49.   0.   0.  29.  29.  26. 
  1.   2.   1.   2.  13.   13.  10.  10.   8.   0.   0.   8.  18.   0.   0.  16. 
  3.   3.  24.  24.  27.   27.   0.   0.  30.   0.  44.  30.  30.  40.   0.  46. 
 12.  12.   0.   0.  12.   12.   0.   0.   0.  52.  31.  25.  44.  31.  43.   0. 
  6.   6.   0.   0.  14.   14.   8.   8.  28.  11.  11.   0.   0.  23.  31.   0. 
 10.  11.  22.  22.   1.    2.  10.  10.   0.   8.  18.   0.   0.  32.   8.   0. 
 21.  21.   0.   0.  24.   24.  20.  21.   2.   0.   0.   2.   2.   0.   0.   4. 
 12.  13.   8.   9.  21.   21.   0.   0.  30.   0.   0.  42.  30.   7.  20.  30. 
 21.  21.   1.   1.  12.   12.  34.  35.   0.  28.  14.   0.   0.  14.  14.   5. 
  1.   1.   0.   0.   1.    1.   0.   0.  21.  50.  18.  21.  23.   0.   0.  21. 
 13.  14.  10.  10.   4.    5.  28.  28.  19.   0.   0.   0.   0.   0.  32.   0. 
  1.   1.  34.  35.   4.    4.  30.  30.   8.   0.  49.   8.   8.  18.   0.   8. 
 42.  43.  34.  34.   0.    0.  21.  21.  27.   0.  30.  11.  11.   0.   0.  11. 
 10.  10.   9.   9.  19.   19.   0.   0.   0.  15.  37.   0.   3.  15.  15.  12. 
  0.   0.   2.   2.   0.    0.   2.   2.   5.  26.   0.  18.  34.   0.  20.   5. 
 29.  30.  27.  28.   0.    0.  37.  37.  13.  20.  20.  28.   0.  20.  20.   0. 
  8.   8.   3.   3.   5.    5.   0.   0.  24.   0.  64.  16.  16.  12.   0.  16. 
  0.   0.  30.  30.  42.   43.  49.  49.  26.   0.   0.  26.  40.   0.   7.  26. 
  0.   0.   6.   6.   0.    0.   6.   6.   4.  12.  16.   4.  32.   0.   0.  48. 
 28.  28.   6.   7.  30.   31.   0.   0.  46.   0.   7.  46.  46.  56.   0.  46. 
  0.   0.  10.  11.  10.   11.   0.   0.   0.   4.   4.   6.   1.   4.  26.   0. 
  8.   8.   0.   0.   8.    8.   0.   0.  53.  27.  34.   0.   0.  27.  27.  38. 
 13.  13.   4.   4.   9.    9.   0.   0.   3.  36.   3.   3.  28.   0.   0.   3. 
  0.   1.  14.  14.  18.   19.   4.   4.   0.  29.  29.   0.  31.  29.  30.   0. 
 21.  22.  17.  18.   4.    4.   0.   0.  50.   0.  61.  44.  44.  58.   0.  44. 
  1.   2.  12.  12.   8.    9.  22.  22.  53.   0.   0.  16.  16.   0.   6.  16. 
  0.   0.  15.  16.   9.    9.   6.   7.  13.   0.  19.  13.  13.   2.   0.  22. 
  4.   5.   0.   0.  18.   19.  14.  14.  10.   8.   8.   0.   0.  48.   8.  42. 
 19.  20.   0.   0.  19.   20.   0.   0.  25.   7.   7.  18.   0.  64.  31.   0. 
 27.  27.  39.  39.   0.    0.  12.  12.  13.  48.  21.  13.  64.   0.   0.  13. 
  0.   0.  39.  40.  36.   37.  23.  23.   0.   6.   6.   0.  38.   6.   6.  23. 
  7.   7.   0.   0.  10.   10.   3.   3.  21.  35.   0.  21.  28.   0.   0.  24. 
  0.   0.  36.  36.  34.   34.  44.  44.   8.   0.   0.   8.   8.  12.  10.   8. 
 30.  30.  20.  20.   5.    5.   5.   5.  36.   0.   3.  24.  24.   0.   0.  24. 
 44.  44.  30.  31.   7.    7.   6.   7.   0.  14.  18.   0.   0.  14.  14.   0. 
 35.  35.   0.   1.  21.   22.  13.  13.  63.  24.  24.  28.   0.  24.  24.   0. 
 11.  11.  30.  30.  44.   45.   4.   4.   0.   0.   0.   0.  14.   0.   0.  45. 
 18.  18.  26.  26.   0.    0.  15.  15.   0.  30.  16.  33.   0.  16.  16.   0. 
  1.   1.  11.  11.   0.    0.  12.  12.  31.  18.  53.   0.   0.  18.  18.  60. 
 15.  15.  35.  35.   0.    0.  20.  20.  43.   0.  26.  26.  26.   4.   0.  26. 
 29.  29.   0.   0.  16.   16.  13.  13.   0.   5.  10.   0.   0.   1.   1.   6. 
 34.  35.   3.   4.   2.    2.  29.  29.   5.   4.  33.   5.   5.   0.   0.   5. 
 15.  15.  22.  22.  37.   37.   0.   0.   0.   7.  40.   0.  37.   7.   7.   2. 
  3.   4.   1.   1.   7.    8.   3.   3.   0.  28.  28.   0.   7.  28.  28.   1. 
  0.   0.  12.  13.  11.   12.   1.   1.  10.   0.   4.  10.  10.  38.   0.  12. 
  0.   0.   9.   9.   3.    4.  12.  13.   0.  16.   8.   0.  42.   8.  16.   0. 
 13.  13.  13.  13.  32.   32.   6.   6.   0.   4.   4.   0.  37.   4.   4.  33. 
 13.  14.   4.   4.  20.   20.   2.   3.   0.  34.  34.   0.  14.  34.  34.  47. 
 12.  13.  15.  15.  27.   28.   0.   0.   0.  21.  45.   0.   0.  58.  21.  48. 
 21.  21.   9.  10.   0.    1.  11.  11.  20.  28.   0.  48.  20.   0.   0.  20. 
 46.  47.   4.   4.  21.   21.  21.  21.  10.   1.   0.  53.  10.   0.   0.  10. 
 31.  31.   1.   1.   6.    6.  24.  24.  36.  17.  17.  29.   0.  17.  17.   0. 
 26.  26.   0.   0.  14.   14.  12.  12.  18.  26.   0.  20.  18.   0.  23.  18. 
  1.   2.   6.   6.   0.    0.   7.   8.  10.  17.   0.  18.  10.   0.  26.  10. 
  0.   0.   6.   6.   0.    0.   6.   6.  19.  10.   0.  20.  24.   0.  16.  19. 
  6.   6.  11.  11.  19.   20.   2.   2.   0.  11.  11.   0.   0.  17.  11.   0. 
  0.   0.   8.   8.   7.    7.  13.  13.  14.   0.   0.  14.  22.   0.   4.  14. 
 20.  20.   7.   7.  13.   13.   0.   0.   0.  26.   3.   1.   8.   3.   3.   0. 
 20.  20.   2.   2.   0.    0.  22.  22.  38.  10.  10.   6.   0.  10.  19.   0. 
 23.  23.  38.  38.  39.   39.   0.   0.   6.   0.   0.  16.   6.  40.   0.   6. 
 11.  12.  27.  27.   0.    0.  15.  16.  38.   0.  17.  19.  19.   7.   0.  19. 
  9.   9.   6.   6.   3.    3.   0.   0.  29.  24.  24.  35.   0.  24.  24.   0. 
 26.  26.   0.   0.  13.   13.  13.  13.  25.  22.  30.   0.   0.  22.  22.  53. 
 36.  37.  23.  23.  13.   14.   0.   0.  16.  21.  45.  16.  36.   0.   0.  16. 
 27.  27.   0.   0.  10.   11.  22.  23.   0.  15.  15.   0.   0.  15.  18.   0. 
  9.   9.   0.   0.   8.    8.   1.   1.   5.   0.   0.  39.   4.   0.   8.   4. 
  1.   2.   7.   7.   8.    9.   0.   0.   7.   0.  28.   7.   7.  34.   0.  23. 
  2.   2.   0.   0.  17.   17.  15.  15.  27.  30.   0.  27.  37.   0.  14.  27. 
  0.   0.   4.   5.  23.   23.  23.  24.   0.  16.  16.   0.  58.  16.  16.   1. 
  0.   0.  12.  12.  35.   35.  47.  47.  16.  40.   0.  16.  36.   0.   4.  16. 
  0.   0.  16.  16.   0.    0.  16.  16.   0.  22.   8.   0.   8.   2.   2.  22. 
 27.  27.   0.   0.  17.   17.  14.  15.   2.   7.   0.   2.   2.   0.   4.   2. 
 34.  34.   0.   0.  27.   27.   7.   7.  24.   0.   0.  26.   8.   0.  39.   8. 
  3.   3.  17.  17.   0.    0.  14.  14.   4.   4.   8.   0.   0.  25.   4.   0. 
 24.  24.   0.   0.   8.    8.  16.  16.  37.   8.  64.   0.   0.   8.   8.  24. 
  0.   0.  28.  29.  17.   17.  44.  45.  36.   0.   0.  36.  36.  47.  12.  36. 
 35.  36.   3.   3.   0.    0.  38.  39.  10.   3.  13.  10.  10.   0.   0.  12. 
  0.   1.  23.  24.   9.   10.  13.  14.   0.   0.  39.   0.   0.  10.   0.   0. 
  5.   5.  16.  16.  21.   21.   0.   0.  23.   0.  62.  23.  37.   0.   0.  36. 
  0.   0.   6.   7.  34.   34.  40.  41.  38.   0.   0.  10.  10.  18.  22.  10. 
  0.   0.   6.   6.   9.    9.  15.  15.   2.   0.   0.   2.   2.  13.  40.   2. 
  5.   5.   1.   1.  13.   13.   7.   7.   9.   0.   0.   9.  36.   0.  34.   9. 
  5.   6.   0.   0.   5.    6.   0.   0.   9.  23.  28.   9.  44.   0.   0.  62. 
 28.  28.  25.  25.   0.    0.  24.  24.   0.  12.  11.  34.   0.  11.  11.   0. 
  7.   7.  20.  20.   0.    0.  17.  17.  29.  16.  16.  31.   0.  16.  16.   0. 
 11.  12.  22.  23.   0.    0.  11.  11.   2.  15.   0.  20.  14.   0.   0.   2. 
  0.   0.   4.   4.   3.    3.   1.   1.   1.   0.   0.  26.   1.  59.   2.   1. 
  4.   4.   7.   7.  11.   11.   0.   0.   0.  22.  22.  34.  36.  22.  24.   0. 
 27.  27.   3.   3.  11.   11.  13.  13.  10.  16.  16.  47.   0.  16.  16.   0. 
  1.   1.  27.  27.   0.    0.  28.  28.  12.   1.   1.  18.   0.   1.  27.   0. 
 23.  23.  21.  22.   1.    2.   0.   0.   0.  24.   6.   0.  19.   4.   4.   0. 
 29.  29.   1.   1.   3.    3.  33.  33.  13.   7.   0.  13.  13.   0.   7.  13. 
 15.  15.   0.   0.  15.   15.   0.   0.   0.   9.   4.  16.  10.   4.  42.   0. 
 16.  17.   0.   0.  32.   32.  15.  16.   0.  33.  28.   0.  46.  28.  28.  29. 
  1.   1.   0.   0.   4.    4.   3.   3.  34.  14.  14.   0.   0.  42.  14.  47. 
  0.   0.  16.  16.   0.    0.  16.  16.   4.   0.   0.  36.   0.  30.  44.   0. 
 10.  11.  50.  51.  53.   53.   0.   0.   4.   0.  11.   4.   4.  42.   0.   4. 
  6.   7.  15.  16.  22.   22.   0.   0.  11.   0.  48.  11.  11.  16.   0.  30. 
 17.  17.   0.   0.  17.   17.   0.   0.   8.   2.   8.   0.   0.  13.   2.  44. 
 10.  11.   0.   0.  10.   11.   0.   0.  58.   0.  43.   6.   6.  29.   0.  38. 
  4.   4.  17.  18.   4.    5.   9.   9.   0.  13.  21.   0.   0.  17.  13.   0. 
 17.  17.  10.  10.  48.   48.  21.  21.  18.   0.   0.  18.  18.  13.  17.  18. 
 17.  17.  18.  18.  35.   35.   0.   0.   0.  23.  23.  62.  43.  23.  38.   0. 
  2.   2.   1.   1.   1.    1.   0.   0.   0.  33.   6.   0.  36.   1.   1.   0. 
  6.   6.  13.  13.  19.   19.   0.   0.   6.   0.  36.   6.  14.   0.   0.  12. 
  0.   0.   0.   0.  17.   18.  17.  17.   0.  16.  16.   0.  20.  16.  16.  48. 
  8.   9.  12.  12.   0.    0.   3.   4.   7.   0.   5.   0.   0.  25.   0.   0. 
 19.  19.   0.   0.  17.   17.   2.   2.  56.   8.  38.   0.   0.   8.   8.  18. 
 36.  36.   0.   0.   8.    8.  29.  30.  44.  22.  22.   0.   0.  22.  44.   0. 
  9.   9.   0.   0.  26.   26.  17.  17.   0.  31.   0.   0.  10.   0.  44.   0. 
 24.  25.  44.  44.   1.    1.  18.  19.   8.   0.  15.   8.   8.  44.   0.   8. 
 19.  20.  20.  21.   0.    0.  12.  12.  15.  29.  13.  15.  15.   0.   0.  15. 
  9.   9.   8.   9.   1.    1.  18.  19.   0.  16.   8.   0.   0.   8.  30.   0. 
 18.  18.   0.   0.  22.   22.   4.   4.   1.  16.   0.   1.  28.   0.   2.   1. 
 15.  15.  28.  29.   9.    9.   4.   5.   6.   0.  26.   6.   6.  26.   0.   6. 
  6.   7.  20.  21.   7.    8.   6.   7.  16.   0.   0.  46.  16.  42.   0.  16. 
  6.   6.   0.   0.   6.    6.   0.   0.   2.  29.   0.  10.  14.   0.  31.   2. 
 22.  22.   5.   5.  17.   17.   0.   0.  20.  20.  20.  29.   0.  34.  20.   0. 
 15.  15.  17.  18.  12.   12.  44.  45.  10.  22.   0.  10.  10.   0.   0.  24. 
  2.   3.   4.   5.  20.   21.  27.  28.  36.  23.  23.   0.   0.  23.  23.  61. 
 15.  15.  20.  20.  23.   23.  57.  58.   9.  28.   0.   9.   9.   0.  16.   9. 
 12.  13.   0.   0.  24.   24.  11.  12.  13.  51.   0.  13.  24.   0.   0.  17. 
  0.   0.   8.   9.  13.   14.  22.  22.   7.   2.   2.   0.   0.  40.  12.   0. 
 30.  31.   0.   0.  23.   23.   7.   8.  12.   0.   9.  12.  12.   0.   0.  18. 
  2.   3.   0.   0.  13.   14.  11.  11.  33.   0.   0.  10.  10.  26.  47.  10. 
 21.  21.  21.  21.   0.    0.   0.   0.  14.  11.  34.  14.  24.   0.   0.  14. 
  0.   0.  11.  11.   4.    4.  15.  15.   0.  39.  16.   0.  36.  16.  19.   0. 
  8.   9.   7.   8.   0.    0.  16.  16.  16.  18.  18.  16.   0.  18.  32.   0. 
  2.   3.   0.   0.   2.    2.   0.   1.  25.   1.   1.   0.   0.   1.  36.   0. 
 29.  30.   0.   0.  20.   21.   9.   9.   0.  30.  10.  16.   0.  10.  32.   0. 
  6.   6.  26.  26.   0.    0.  20.  20.  27.  22.  22.  14.   0.  42.  22.   0. 
 20.  20.   0.   0.  13.   13.  10.  10.  21.  16.  16.   0.   0.  16.  16.  14. 
  3.   3.   0.   0.   3.    3.   0.   0.  15.  15.  40.   0.   0.  15.  15.  56. 
 37.  37.   0.   0.  33.   33.  26.  27.  14.   4.   0.  14.  14.   0.   0.  20. 
 19.  19.  29.  29.   0.    0.  10.  10.   2.  18.  25.   0.   0.  23.  18.   0. 
 16.  17.   1.   1.   0.    0.  17.  18.   0.  30.  14.  25.   0.  14.  16.   0. 
 12.  12.  14.  15.   0.    0.  23.  24.  54.  13.  13.  26.   0.  13.  13.   0. 
  0.   0.   2.   2.  21.   21.  23.  23.   3.   8.   0.   3.  46.   0.  19.   3. 
 19.  19.  22.  23.   0.    0.   3.   4.  38.  26.  26.  13.   0.  29.  26.   0. 
 40.  40.   0.   0.  32.   32.  27.  28.  36.  16.  16.   0.   0.  16.  24.   0. 
  0.   0.  14.  14.   0.    0.  14.  14.  12.  21.  10.  12.  13.   0.   0.  41. 
  1.   1.   3.   3.   1.    1.   1.   1.   0.  13.  13.  52.   0.  26.  13.   0. 
 38.  39.  13.  13.  11.   11.  14.  14.   4.  19.   0.  38.   4.   0.   0.   4. 
 29.  29.   2.   2.  27.   27.   0.   0.   0.  20.  27.   0.  16.   5.   5.   0. 
  0.   0.  16.  16.   7.    7.  23.  23.  16.   0.   0.  16.  16.  12.  46.  16. 
  0.   0.  10.  10.   8.    9.   3.   4.  20.   0.   0.  20.  20.  45.   0.  34. 
  0.   0.  24.  24.  15.   16.  18.  18.   0.  23.  23.   0.   8.  23.  23.  11. 
 21.  21.   0.   0.  17.   17.   4.   4.  11.   0.   0.  22.   7.   0.  20.   7. 
  0.   0.  15.  15.   4.    4.  11.  11.  15.   0.   0.  18.  15.   4.  32.  15. 
  0.   0.  31.  32.   1.    1.  32.  33.  25.  24.  24.   0.   0.  35.  24.  33. 
  0.   0.  23.  23.  11.   11.  12.  12.  14.   0.  48.  14.  14.   1.   0.  27. 
  2.   2.   2.   2.   0.    0.   0.   0.  32.   0.   0.  30.  26.  28.   0.  26. 
 25.  25.   0.   0.   2.    2.  23.  23.   7.  11.   0.  39.   7.   0.  36.   7. 
 11.  11.  39.  40.  19.   19.   9.  10.   6.   0.   8.   6.   6.  26.   0.   6. 
 40.  40.   0.   0.  40.   40.   0.   0.   0.  16.  34.   0.  16.  15.  15.  12. 
  5.   6.   3.   3.  13.   14.   5.   5.  14.   0.   0.  14.  14.  16.  26.  14. 
 16.  16.  36.  37.   0.    0.  20.  21.  12.  43.  34.  12.  40.   0.   0.  12. 
 10.  11.   0.   0.  10.   11.   0.   0.  18.   0.   0.  38.   6.  20.  11.   6. 
  5.   5.   0.   0.  12.   12.   9.   9.  30.   0.   0.  15.  15.   0.  35.  15. 
 11.  11.  47.  47.  12.   12.  24.  24.  13.   0.   7.  13.  13.   5.   0.  13. 
 11.  11.   0.   0.  11.   12.   0.   1.   0.  12.  12.   0.  10.  12.  12.  16. 
 12.  12.  15.  16.   0.    0.  27.  28.   2.  15.   0.  26.   2.   0.  12.   2. 
 24.  24.  20.  20.   0.    0.  21.  21.  10.  10.  10.  48.   0.  10.  10.   0. 
 16.  16.   8.   8.  27.   27.   3.   3.   0.  32.  32.   0.  30.  32.  54.   0. 
 14.  14.   2.   2.  51.   52.  35.  35.   0.   3.   3.   0.   0.  15.   3.  12. 
 24.  24.   0.   0.  23.   23.   1.   1.  12.  46.  14.  12.  12.   0.   0.  14. 
 51.  52.  13.  14.  14.   15.  23.  24.  22.  19.   0.  24.  22.   0.   0.  22. 
  0.   0.  15.  15.   6.    6.   9.   9.   0.  16.  46.   0.  13.  16.  16.  38. 
  0.   0.  18.  18.   0.    0.  18.  18.   0.  34.   7.  42.  38.   7.  12.   0. 
 18.  18.   7.   8.  10.   11.   0.   0.   0.  22.  17.  27.  24.  17.  17.   0. 
 29.  29.   0.   0.  20.   20.  22.  23.   8.  18.  18.   0.   0.  18.  18.   2. 
  0.   0.  16.  17.   0.    0.  16.  17.   0.  26.   6.  29.  42.   6.  38.   0. 
  0.   0.   6.   6.  29.   29.  35.  35.   2.   1.   1.   0.   0.  26.   1.   4. 
  1.   1.  12.  12.   0.    0.  11.  11.   0.  21.   9.  30.  52.   9.   9.   0. 
  0.   0.  17.  17.   0.    0.  17.  17.  46.   0.   4.  28.  28.   0.   0.  40. 
 13.  13.   0.   0.  29.   30.  16.  17.  20.   8.   8.   0.   0.   9.   9.   0. 
 17.  17.   4.   5.  30.   31.   9.   9.   0.  19.  19.   0.  11.  19.  19.  34. 
  2.   2.   0.   0.   7.    7.   5.   5.   0.  29.   5.   0.  20.   5.  17.   0. 
  5.   6.  21.  22.  30.   30.   3.   3.   0.  17.  17.   0.  17.  17.  24.   0. 
  0.   0.  50.  50.  37.   37.  13.  13.   0.   5.  12.   0.   0.   7.   5.  22. 
  0.   0.  27.  27.  18.   18.  45.  45.  52.   0.   0.   6.   6.   4.   0.   8. 
 14.  14.   0.   0.   2.    2.  12.  12.  29.  19.  19.   6.   0.  19.  38.   0. 
 33.  33.  33.  33.  32.   32.   0.   0.   4.   0.   0.   6.  16.   0.   0.   4. 
  5.   5.   9.  10.   0.    0.  14.  15.   0.  24.  16.  23.   0.  16.  32.   0. 
 13.  14.   0.   0.  35.   35.  21.  22.  36.   0.   0.  22.  22.  21.   7.  22. 
 38.  38.  40.  40.   0.    0.  14.  14.  58.  11.  11.  18.   0.  11.  11.   0. 
  3.   3.   0.   0.  12.   13.   9.  10.  41.   0.   0.  32.  32.  26.  58.  32. 
 16.  16.  29.  29.   9.   10.   3.   4.  22.   0.   0.  58.  22.  39.   0.  22. 
  0.   0.  26.  26.  24.   25.  23.  24.  26.   0.   0.  26.  26.   5.  55.  26. 
 14.  15.   0.   0.  14.   15.   0.   0.  18.   0.  12.  14.  14.  61.   0.  18. 
  0.   0.   9.   9.   0.    0.   9.   9.  42.   4.  22.   0.   0.   6.   4.   4. 
 18.  18.  17.  18.   0.    1.   0.   0.   0.  30.  16.  12.  13.  16.  16.   0. 
  0.   0.  36.  36.  19.   20.  16.  17.  10.   0.  26.  10.  10.  44.   0.  13. 
  1.   1.  10.  10.   0.    0.   9.   9.   0.  55.   3.  41.   2.   3.   3.   0. 
  0.   0.   8.   8.   1.    1.   7.   7.   0.  12.  13.   0.  35.  12.  12.  10. 
  0.   0.  19.  19.  24.   24.  23.  23.   2.   0.   0.   2.  26.   0.  25.   2. 
 22.  22.  36.  37.  17.   18.   0.   0.   0.  16.  20.   0.  35.  16.  16.   0. 
 25.  25.   0.   0.  11.   11.  16.  16.  41.  20.  20.   0.   0.  20.  64.   0. 
  0.   0.  20.  20.  16.   16.   4.   4.   1.   0.   0.  13.   6.   0.  62.   1. 
 31.  31.   0.   0.  14.   14.  17.  17.   0.  23.  31.   0.   0.  18.  18.  12. 
  0.   0.  11.  11.   7.    7.   4.   4.   7.   0.   0.  34.  15.   0.   2.   7. 
  0.   0.  10.  10.   0.    0.  10.  10.   6.  16.  16.  12.   0.  16.  20.   0. 
 10.  10.  22.  23.   0.    0.  12.  13.  36.   0.   7.  20.  20.  12.   0.  20. 
 12.  13.  38.  39.  23.   23.   3.   3.   0.   0.  24.   0.   0.   6.   0.   0. 
  2.   2.  31.  32.   9.   10.  43.  43.   0.  32.   0.   0.   0.   0.   0.   0. 
  0.   0.  61.  61.  46.   46.  15.  15.   0.  14.  22.   0.   0.  18.  14.  52. 
 18.  18.   3.   3.  48.   48.  27.  27.   0.   7.   7.   0.   0.  38.   7.   8. 
 13.  14.   0.   0.  20.   21.   7.   7.   8.   0.   0.   0.   0.   8.  42.   0. 
 23.  23.   0.   0.  21.   21.  34.  34.  36.   0.   0.  12.  12.   0.  60.  12. 
 25.  25.  11.  11.   9.    9.   5.   5.   5.  18.  15.   5.   5.   0.   0.   5. 
  6.   6.   0.   0.   6.    6.   0.   0.   0.  24.   6.  36.  22.   6.  26.   0. 
  0.   0.   5.   5.   0.    0.   5.   5.  10.   5.   5.  27.   0.   8.   5.   0. 
  4.   4.   0.   0.  26.   27.  22.  23.  40.  10.  10.   0.   0.  31.  10.   2. 
  0.   0.  29.  29.   8.    8.  21.  21.  26.   0.  25.  26.  26.  50.   0.  48. 
 20.  21.  33.  34.   0.    0.  29.  29.  14.   4.   4.  12.   0.   4.   4.   0. 
 17.  17.   3.   3.  29.   30.   9.  10.  10.   0.   0.  10.  10.   7.   0.  48. 
 14.  15.  33.  33.   0.    0.  18.  19.   0.  37.  18.  10.  27.  18.  18.   0. 
 16.  17.  15.  16.  18.   18.   0.   0.   0.  13.  13.  15.   0.  34.  13.   0. 
  7.   7.  34.  34.  29.   29.   0.   0.   0.  16.  16.  29.  21.  16.  16.   0. 
  3.   3.   0.   0.   8.    8.   5.   5.  48.  12.  12.   0.   0.  12.  12.  11. 
 11.  11.   0.   0.  11.   11.   0.   0.  26.   0.   0.  55.   2.  16.  30.   2. 
  7.   7.  15.  15.   8.    8.  30.  30.   0.  62.   4.   0.   0.   4.   4.  20. 
 34.  34.   0.   0.   8.    8.  26.  26.  21.  17.  17.  42.   0.  17.  31.   0. 
 15.  15.   0.   0.  18.   19.  11.  12.   2.  10.  10.   0.   0.  10.  10.   6. 
  0.   0.   3.   3.   7.    8.  10.  11.  12.  34.   0.  12.  19.   0.   0.  18. 
 17.  18.  19.  20.  10.   11.  47.  48.  27.  24.  24.   0.   0.  24.  24.  33. 
  7.   7.  16.  16.   0.    0.   9.   9.  33.   0.  32.  26.  26.  40.   0.  26. 
 30.  30.   4.   4.   0.    0.  28.  28.  42.  46.  20.  42.  42.   0.   0.  42. 
 57.  58.  30.  30.  19.   19.   8.   8.   6.  13.   0.  14.   6.   0.   0.   6. 
  2.   2.   0.   0.  14.   14.  12.  12.   9.  24.   0.   9.   9.   0.  10.   9. 
