  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  0.   0.   8.   8.   0.    0.   8.   8.  14.  20.   0.  14.  29.   0.   0.  43. 
  0.   0.  12.  12.   0.    0.  12.  12.   0.  16.   0.  12.   8.   0.   4.   0. 
  8.   9.   0.   0.   2.    2.   6.   7.  25.   8.   0.  43.  25.   0.   4.  25. 
 17.  17.   0.   0.   7.    7.  16.  16.   0.   8.   0.   0.   0.   0.   0.  27. 
 13.  13.  36.  36.   0.    0.  23.  23.  52.   0.  43.   7.   7.   6.   0.   7. 
  9.   9.  12.  12.  16.   16.  37.  37.  18.   4.   0.  18.  18.   0.  23.  18. 
  0.   0.   2.   2.   0.    0.   2.   2.   0.  35.  19.  31.  26.  19.  40.   0. 
  0.   0.   0.   0.   0.    0.   0.   0.  44.  12.  34.   0.   0.  26.  12.  32. 
  1.   1.   3.   3.   4.    4.   0.   0.   0.  13.  29.   0.   0.  19.  13.  44. 
 10.  10.   0.   0.  45.   45.  35.  35.   0.  12.   3.   0.   6.   3.  30.   0. 
 41.  42.  28.  28.   0.    0.  37.  37.  19.  28.   7.  19.  19.   0.   0.  19. 
 22.  22.  34.  34.   0.    0.  12.  12.   0.  26.  16.  12.   4.  16.  16.   0. 
  4.   4.  10.  10.   0.    0.   6.   6.  32.  25.  11.  32.  32.   0.   0.  32. 
  5.   5.  12.  12.  17.   17.   0.   0.   1.   0.   0.   9.   1.  51.   8.   1. 
 11.  11.  15.  16.  26.   27.   0.   0.   0.  10.  10.  37.   0.  22.  12.   0. 
  0.   0.  32.  32.  36.   36.  20.  20.   0.   5.   5.   0.  52.   5.  50.   0. 
  7.   7.   4.   4.   0.    0.  11.  11.  21.   0.   3.   0.   0.   0.   0.  10. 
  1.   1.   0.   0.   1.    1.   0.   0.   4.  36.  16.   4.  18.   0.   0.  49. 
  7.   7.  11.  11.   0.    0.   4.   4.   0.   4.   3.  36.  34.   3.   3.   0. 
 17.  17.   0.   0.  17.   17.   0.   0.  14.  18.   0.  28.  40.   0.  58.  14. 
 28.  29.  18.  18.   8.    8.   2.   2.   0.  22.   9.  15.   0.   9.   9.   0. 
 31.  31.   0.   0.  42.   42.  49.  49.  37.  22.  22.   0.   0.  22.  22.  25. 
  6.   6.   0.   1.   6.    6.   0.   0.   6.   0.  18.   6.   6.  28.   0.   6. 
 47.  47.   0.   0.  20.   20.  61.  61.  10.   8.   8.   0.   0.   8.   8.  54. 
  7.   7.  17.  17.   7.    7.   3.   3.  22.   0.   0.  56.  22.   3.   0.  22. 
  7.   7.   7.   7.  25.   25.  11.  11.   0.  16.  16.   0.  21.  16.  16.  34. 
  1.   1.   0.   0.  15.   15.  14.  14.   0.  18.   8.   0.   1.   8.  42.   0. 
  0.   0.  17.  17.  19.   20.  13.  14.   4.   0.   0.   4.  14.   0.  14.   4. 
  0.   0.  46.  46.  36.   37.   9.  10.   7.   0.  18.   7.   7.   0.   0.  23. 
 14.  15.  12.  12.   0.    0.  19.  19.  18.  32.  32.  39.   0.  32.  32.   0. 
  6.   7.   0.   0.   6.    7.   0.   0.  30.   0.   0.  34.   2.  22.  31.   2. 
  4.   4.   0.   1.   0.    0.   4.   5.   0.  44.  10.  23.   0.  10.  18.   0. 
  6.   6.   0.   0.   9.    9.   3.   3.  28.   0.   0.   6.   6.  35.   0.  14. 
  4.   4.  62.  62.  36.   36.  22.  22.   0.  27.  27.  54.  27.  27.  27.   0. 
 11.  11.  11.  11.   0.    0.   0.   0.  27.   0.   5.   4.   4.   8.   0.   4. 
  4.   4.   9.   9.  27.   28.  15.  15.  10.   0.   0.  10.  25.   0.  12.  10. 
  2.   2.   0.   0.   2.    2.   0.   0.   0.  18.  14.   0.   2.   8.   8.  61. 
  6.   6.   0.   0.  14.   14.   8.   8.  26.  10.  10.   0.   0.  34.  16.   0. 
 13.  13.  30.  30.  31.   31.   0.   0.   0.  42.  42.   1.  26.  42.  42.   0. 
  2.   2.  10.  10.  12.   12.   0.   0.   0.  10.  10.  44.  40.  10.  24.   0. 
 27.  27.  28.  29.   0.    0.  34.  35.  12.  21.   0.  19.  12.   0.   0.  12. 
 37.  38.   6.   6.   0.    0.  41.  41.   0.  14.  29.   0.   0.   0.   0.   0. 
  0.   0.   0.   1.  16.   16.  16.  17.  18.   0.   0.   8.   8.   3.   2.   8. 
  7.   8.   5.   6.  17.   17.   4.   4.  30.   0.   0.  30.  30.  46.   0.  40. 
  9.  10.   0.   0.  53.   53.  43.  44.  13.  23.  23.   0.   0.  37.  23.  20. 
 15.  16.   9.   9.  24.   25.   0.   0.   0.  17.  17.   9.   0.  19.  25.   0. 
 33.  33.   0.   0.  24.   25.  36.  37.   4.  52.   0.   4.   4.   0.   0.  26. 
  0.   0.  12.  12.   8.    9.   3.   4.   2.   0.   6.   2.   2.  13.   0.   8. 
 56.  57.  41.  42.  15.   15.   0.   0.   8.  59.   4.   8.   8.   0.   0.   8. 
 26.  26.  23.  24.   2.    3.   0.   0.  11.  38.  31.  11.  56.   0.   0.  11. 
  0.   0.  14.  14.   0.    0.  14.  14.  22.   0.   0.  16.  14.  54.  37.  14. 
  6.   6.  62.  62.  22.   22.  34.  34.   0.  12.  12.  12.   0.  42.  12.   0. 
 16.  17.  14.  14.   0.    0.  30.  31.  29.   0.  16.  14.  14.   0.   0.  18. 
 14.  14.   5.   6.   2.    3.   6.   6.   0.   6.  10.   0.   0.   2.   2.   0. 
 18.  19.   0.   0.  26.   27.   8.   8.  41.   0.   0.  41.  41.   4.  21.  41. 
  4.   4.  35.  35.  17.   17.  14.  14.  15.   0.  35.  15.  15.  22.   0.  15. 
 35.  36.  14.  14.  12.   12.   9.   9.  44.   0.  41.  24.  24.   0.   0.  24. 
 26.  27.   5.   6.  21.   21.   0.   0.   6.   2.   0.   6.  18.   0.   0.   6. 
  0.   0.  10.  10.  14.   15.  15.  15.   0.  52.  52.   0.  29.  52.  52.   7. 
  0.   0.  20.  20.   6.    6.  14.  14.  19.   0.  38.  19.  19.  29.   0.  26. 
 21.  21.  34.  34.   0.    0.  13.  13.  36.  26.  37.   0.   0.  27.  26.   0. 
 54.  55.   0.   0.  45.   45.  51.  52.   0.  20.   6.   0.   0.   6.  52.   0. 
 15.  15.   0.   0.   4.    5.  10.  11.   4.  44.   0.  54.   4.   0.  24.   4. 
  0.   0.  23.  24.  20.   20.  17.  18.   0.  11.  11.   0.   0.  15.  12.   0. 
 15.  15.   0.   0.   0.    0.  15.  15.  16.   7.   2.  16.  16.   0.   0.  62. 
 30.  30.  20.  20.  10.   10.   0.   0.  25.   0.   0.  10.  10.   8.   0.  10. 
 32.  32.   0.   0.  16.   16.  16.  16.  18.   2.  37.   0.   0.   2.   2.   2. 
  5.   6.  10.  11.  16.   16.   0.   0.  14.   0.  29.  14.  14.  36.   0.  42. 
 25.  25.   0.   0.  26.   26.   1.   1.   6.  60.   0.   6.   6.   0.   0.  12. 
  0.   0.  48.  48.  27.   27.  21.  21.   0.   4.  42.   0.  15.   4.   4.  32. 
 11.  11.   0.   0.  11.   11.   0.   0.   0.   3.  52.   0.  18.   2.   2.  14. 
 17.  18.  22.  22.   0.    0.   4.   5.  44.  40.  23.  44.  44.   0.   0.  44. 
 47.  47.  19.  19.  27.   27.   1.   1.   7.   4.   4.   7.   0.   4.   4.   0. 
 28.  28.  28.  29.  18.   18.   0.   0.   1.   0.   0.  30.   1.  11.   0.   1. 
  0.   0.   8.   8.   0.    0.   8.   8.  34.  10.  10.  28.   0.  30.  34.   0. 
  7.   7.  11.  11.   0.    1.   3.   4.   0.   0.   0.  20.   0.  46.   0.   0. 
 29.  29.   2.   2.  38.   38.   7.   7.   6.   0.   0.   6.   6.  19.   0.  14. 
  7.   7.   3.   3.  20.   20.  30.  30.  16.  35.   0.  16.  16.   0.  17.  16. 
 10.  10.   0.   0.  10.   10.   0.   0.  30.   0.   0.  58.  30.  14.  43.  30. 
 15.  16.   1.   1.  12.   13.  29.  29.   0.  24.   2.   0.   0.   2.  24.   0. 
 31.  31.   7.   7.   2.    2.  39.  40.   7.  21.   0.   7.   7.   0.   0.  23. 
 17.  17.  15.  15.   6.    6.   0.   0.   0.  18.  18.  23.   0.  26.  18.   0. 
 25.  26.   0.   0.  33.   34.   8.   8.  25.  23.   0.  25.  29.   0.   0.  59. 
  0.   0.  20.  21.  13.   13.   7.   8.  12.   0.  21.  12.  12.  20.   0.  44. 
  0.   0.  17.  17.   7.    7.  10.  10.  24.   0.   0.  27.  32.   0.  38.  24. 
  0.   1.   0.   0.   7.    8.   7.   7.   0.  28.  16.   0.  25.  16.  16.  35. 
 21.  22.   0.   0.  35.   35.  34.  35.  24.   0.   0.   0.   0.   0.   0.   6. 
 46.  46.  21.  21.  15.   15.  10.  10.  49.   2.  34.   0.   0.   2.   2.   0. 
  2.   3.  16.  16.  27.   28.   9.   9.  15.   0.   0.  15.  17.   0.   0.  15. 
 25.  25.  17.  17.   1.    1.   7.   7.  22.  13.  21.   0.   0.  13.  13.   0. 
  1.   1.  13.  13.   0.    0.  14.  14.  15.  39.  18.  15.  15.   0.   0.  16. 
  0.   0.  26.  27.  12.   13.  39.  39.   0.  20.  18.   0.  50.  18.  18.   7. 
 15.  15.   2.   2.  25.   26.   9.   9.  26.   0.   0.  26.  26.  34.   0.  52. 
 24.  25.   0.   0.  24.   25.   0.   0.   0.  46.  14.  23.   1.  14.  57.   0. 
 16.  17.  37.  37.   0.    0.  20.  21.   0.  14.   7.  29.   0.   7.   7.   0. 
  3.   3.  10.  10.  13.   13.   0.   0.  13.   0.  16.  13.  28.   0.   0.  27. 
  0.   0.  15.  15.  12.   12.   3.   3.  24.   0.   0.  32.  24.   3.  54.  24. 
 28.  28.  15.  15.  10.   10.   3.   3.   0.  34.  32.  13.   0.  32.  32.   0. 
 12.  12.   1.   1.  33.   34.  20.  20.   0.   0.   0.   0.  31.   0.  20.   0. 
 45.  46.  29.  30.  16.   16.   0.   0.  23.  10.  11.   0.   0.  15.  10.   0. 
 43.  43.  36.  37.  29.   29.   0.   0.  11.   0.  15.  11.  11.  17.   0.  11. 
  8.   8.  34.  35.   9.    9.  17.  17.   0.   5.  42.   0.  29.   5.   5.   0. 
  0.   0.  20.  21.  34.   34.  14.  15.   7.   0.   0.   7.   7.  16.  22.   7. 
 26.  26.   0.   0.  26.   26.   0.   0.   4.  16.   0.  18.  40.   0.   6.   4. 
  7.   7.  22.  22.  29.   29.   0.   0.  16.   0.  14.  16.  16.  30.   0.  34. 
 22.  22.   6.   6.   0.    0.  20.  20.   1.   5.   5.   8.   0.   5.   5.   0. 
  5.   5.  29.  29.  12.   12.  46.  47.   4.   6.   0.   4.   4.   0.  10.   4. 
  5.   5.   0.   0.  12.   12.  15.  15.  50.   0.   0.   2.   2.   0.   0.  10. 
 25.  25.   0.   0.  13.   13.  12.  12.   7.  14.   1.   7.   7.   0.   0.   8. 
 27.  27.  10.  11.  10.   10.   6.   7.   0.  56.  18.  50.   0.  18.  18.   0. 
 25.  26.  32.  33.   2.    2.   5.   5.   0.  32.  32.   4.  24.  32.  32.   0. 
  0.   0.  19.  20.  11.   12.  27.  27.  32.   0.   0.  32.  32.  17.  51.  32. 
  9.   9.   0.   0.   9.    9.   0.   0.  30.   9.  62.   0.   0.  14.   9.  26. 
  9.  10.   5.   5.   0.    0.  14.  15.   0.   6.   4.  56.   0.   4.  32.   0. 
 15.  15.  20.  21.   3.    3.   2.   2.   0.  12.  44.   0.   2.  12.  12.   0. 
  0.   0.  14.  14.   0.    0.  14.  14.  32.   6.   6.   0.   0.  16.  14.   0. 
 15.  15.   0.   0.  16.   16.   1.   1.   4.  36.   0.   4.  56.   0.   0.  18. 
 19.  19.   0.   0.  19.   19.   0.   0.  18.   0.   0.  11.  11.  24.   0.  34. 
  0.   0.   6.   6.   3.    3.   3.   3.   0.   2.   2.  18.   9.   2.  33.   0. 
 12.  12.  12.  12.   6.    6.  30.  31.  17.  13.  13.   0.   0.  13.  60.   0. 
 48.  48.  28.  28.  14.   14.   6.   6.  26.   0.   1.   4.   4.   0.   0.   4. 
  0.   0.  22.  22.   4.    4.  26.  26.  17.   0.   0.  14.  14.   0.   0.  23. 
 10.  11.  15.  16.   0.    0.   5.   5.  20.  32.  32.  30.   0.  34.  32.   0. 
  0.   0.  37.  37.  33.   34.   3.   4.   0.   2.  40.   0.   0.  46.   2.  21. 
  6.   6.   5.   5.  11.   11.   0.   0.   0.  12.  12.   6.  43.  12.  48.   0. 
 11.  12.  11.  11.  18.   18.  40.  41.   0.  28.  18.   0.   0.  18.  34.   0. 
  3.   3.  20.  21.  10.   10.   8.   8.   0.  10.  40.   0.   0.  30.  10.   0. 
  0.   0.   1.   1.   0.    0.   1.   1.   2.  42.   0.  31.  22.   0.  10.   2. 
  1.   1.   8.   8.   9.    9.   0.   0.  14.   0.  62.  14.  19.   0.   0.  41. 
  4.   4.   0.   0.   4.    4.   0.   0.  26.  14.  17.   0.   0.  56.  14.  20. 
 22.  23.   0.   0.  16.   16.   6.   7.  20.  29.   0.  23.  20.   0.  12.  20. 
 37.  38.  11.  11.  10.   10.  16.  16.   0.   5.   0.  27.   0.   0.   0.   0. 
 18.  18.  12.  12.   0.    0.  10.  10.  18.  17.  17.  28.   0.  17.  17.   0. 
  0.   0.  15.  16.   0.    0.  15.  16.  47.   0.  56.  17.  17.  32.   0.  19. 
 15.  15.   0.   0.   9.    9.   6.   6.   0.  22.  20.  21.   0.  20.  34.   0. 
 17.  17.  18.  19.  14.   14.   0.   0.   0.  23.  23.  30.  23.  23.  23.   0. 
  7.   8.  30.  30.  25.   26.   0.   0.   0.   4.  12.   0.  19.   4.   4.   0. 
 51.  52.  35.  36.   7.    8.   8.   9.  29.  19.  31.  29.  29.   0.   0.  29. 
  3.   4.  12.  12.  14.   15.   0.   0.   8.   0.   0.  16.   8.  11.   0.   8. 
 15.  15.  21.  22.   0.    0.  36.  37.  10.   0.   0.  14.   8.   0.  36.   8. 
 19.  19.  19.  19.   0.    0.   0.   0.   6.  29.   7.   6.  62.   0.   0.   6. 
 21.  21.  42.  42.   0.    0.  21.  21.   4.  28.   2.   4.  60.   0.   0.   4. 
  0.   0.  48.  48.  22.   22.  28.  28.   9.   0.   0.   9.   9.  17.   0.  62. 
  0.   0.   8.   8.   0.    0.   8.   8.  12.   4.   4.  22.   0.  40.   9.   0. 
 15.  15.   0.   0.  15.   15.   0.   0.   0.   2.   2.  18.   0.  33.  18.   0. 
 15.  15.   0.   0.  15.   15.   0.   0.   0.  26.  17.  60.  16.  17.  22.   0. 
 22.  23.   5.   5.  29.   29.   1.   2.  24.   0.   0.  24.  24.  49.  16.  24. 
  0.   0.   5.   6.  17.   18.  23.  23.   0.  56.  34.   0.  48.  34.  34.  15. 
  8.   8.   0.   0.  22.   22.  14.  14.  14.  20.   0.  14.  36.   0.   0.  20. 
  9.  10.   0.   0.   9.   10.   0.   0.   8.  15.  28.   0.   0.  56.  15.   8. 
 59.  60.  29.  29.  19.   19.  11.  11.  33.   6.   6.   3.   0.   6.   6.   0. 
 17.  17.   7.   7.  24.   24.   0.   0.   0.  18.  51.   0.  18.  18.  18.   4. 
  8.   8.   9.   9.   0.    0.  17.  17.  22.   0.  62.   5.   5.   0.   0.   8. 
 16.  16.  20.  21.  36.   37.   0.   0.   0.   2.  31.   0.  25.   2.   2.  41. 
  0.   0.  20.  20.   0.    0.  20.  20.  29.   0.  30.  15.  15.  20.   0.  19. 
 15.  15.   0.   0.  15.   15.   0.   0.  35.   0.   2.  24.  24.  62.   0.  33. 
 32.  33.   0.   0.  39.   40.  11.  11.   4.   0.   0.   0.   0.   0.   0.  19. 
 10.  11.  23.  23.   0.    0.  12.  13.  21.   0.   4.   8.   8.  38.   0.   8. 
  8.   8.   9.  10.  16.   17.   0.   0.   0.  28.  28.  22.   4.  28.  28.   0. 
 27.  27.  35.  35.   0.    0.   8.   8.   0.  35.  14.   0.  28.  13.  13.   0. 
  3.   3.   2.   2.   5.    5.   0.   0.   0.  21.  27.   0.   1.  21.  21.  18. 
  0.   0.   3.   4.   1.    1.   2.   3.   0.   4.  22.   0.  35.   4.   4.  14. 
 30.  30.   7.   7.   0.    0.  29.  29.   2.  10.  28.   2.   2.   0.   0.   2. 
  0.   0.   3.   3.  12.   13.  13.  13.   0.  28.  28.   0.  15.  28.  28.  21. 
 16.  16.   0.   0.  16.   16.   0.   0.  16.  28.  28.  54.   0.  36.  36.   0. 
 33.  34.  28.  28.   0.    0.   7.   7.   4.   0.   0.  12.   2.   0.   0.   2. 
 10.  10.   0.   0.  22.   22.  12.  12.  12.  48.   0.  12.  34.   0.  10.  12. 
  0.   0.  10.  10.   0.    0.  10.  10.  16.   2.   0.  21.  44.   0.  42.  16. 
  8.   9.   0.   0.   8.    9.   0.   0.  30.  50.   0.  54.  32.   0.  23.  30. 
 14.  14.   0.   0.  23.   23.   9.   9.   7.  26.   0.   7.  13.   0.   0.  19. 
  0.   0.  13.  13.   2.    2.  15.  15.   0.  26.   0.   0.   6.   0.   0.   5. 
  0.   0.  24.  24.   0.    0.  24.  24.  19.   4.   0.  30.  28.   0.  12.  19. 
 30.  30.  17.  17.  25.   25.   0.   0.   6.   0.   0.  44.   6.   1.   0.   6. 
 16.  16.  33.  33.   8.    8.   9.   9.   0.  42.  42.  27.  38.  42.  42.   0. 
 32.  33.   0.   0.   7.    8.  25.  25.  19.  10.  36.   0.   0.  10.  10.  51. 
  0.   0.  39.  39.   0.    0.  39.  39.  50.   0.   0.  34.  12.   8.  22.  12. 
  9.   9.  16.  16.  34.   35.   9.  10.   2.   0.   0.   2.  54.   0.   5.   2. 
 25.  26.   5.   5.   2.    2.  18.  18.  42.   0.   0.  34.   2.   0.   0.   2. 
  0.   0.  12.  12.   6.    6.  18.  18.  12.   5.   5.   0.   0.  20.   5.  11. 
 34.  34.  26.  26.   8.    8.   0.   0.  16.   3.   3.  11.   0.  16.   3.   0. 
  3.   3.   2.   3.  23.   23.  17.  18.  15.   0.   0.  15.  27.   0.   0.  33. 
  8.   9.   3.   4.   0.    0.  12.  12.  26.  16.  24.   0.   0.  16.  16.  14. 
 16.  16.  37.  38.  24.   24.   0.   0.   0.  18.  18.  14.   4.  18.  18.   0. 
 58.  58.   0.   0.  27.   27.  62.  63.   8.   0.   0.   4.   4.   0.   0.  14. 
 21.  22.  21.  22.   0.    0.   7.   7.  12.   8.   0.  38.  12.   0.   0.  12. 
 21.  21.   2.   2.  12.   12.  34.  35.   0.  24.  17.   0.   0.  17.  17.  22. 
  0.   0.   4.   4.   0.    0.   4.   4.  14.  38.  54.  14.  25.   0.   0.  14. 
 49.  49.  14.  14.  16.   16.  19.  19.  24.  18.  18.   5.   0.  18.  18.   0. 
 16.  16.  20.  21.  10.   10.   0.   0.   0.  15.  15.  63.   0.  40.  15.   0. 
  3.   3.   0.   0.  28.   28.  25.  25.   0.  13.  13.   0.  47.  13.  13.   8. 
  0.   0.   9.   9.   6.    6.  15.  15.   6.   5.   5.   0.   0.  28.  30.   0. 
  3.   4.  40.  41.   8.    8.  29.  29.  16.   0.   0.  20.  16.  38.   0.  16. 
 24.  24.  20.  20.   4.    4.   0.   0.  39.   0.  16.   3.   3.   6.   0.   3. 
