  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
3204.09 131	134	-124	-122	-121	-127	129	124
3375.86	 76	110	125	90	79	160	153	93
3377.05	-182	-152	136	182	-188	-168	123	157
3415.66	147	169	158	139	-107	-164	-163	-118
3494.9	34	-34	33	-33	122	-122	-153	153
3497.46	98	-98	-123	123	-66	66	-25	25
3499.74	143	-143	59	-59	63	-63	71	-71
3504.26	38	-38	118	-118	-135	135	-57	57
