  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 24.  24.  25.  25.   0.    0.   1.   1.  13.   0.   0.  30.   6.  28.   0.   6. 
 10.  11.   0.   0.   9.   10.   1.   1.   7.   8.  12.   0.   0.   8.   8.  52. 
 11.  12.   0.   0.   0.    0.  11.  12.  28.  33.  28.  28.  28.   0.   0.  34. 
 10.  10.   2.   2.   2.    2.  14.  14.  34.   0.   0.  26.  26.   0.   6.  26. 
  3.   4.  23.  23.  18.   18.   1.   2.   0.   2.  11.   0.  15.   2.   2.   0. 
  0.   0.   1.   1.   4.    4.   5.   5.  20.   0.   0.   5.   5.  20.  23.   5. 
  2.   2.  12.  12.   3.    4.  17.  18.   0.  18.  11.   0.   0.  11.  11.  55. 
  6.   7.  11.  11.   0.    0.   4.   5.  47.   0.  23.  10.  10.  43.   0.  10. 
  0.   0.  40.  40.  31.   32.  17.  18.  33.   0.   0.  33.  41.   0.  17.  33. 
  8.   8.   0.   0.   2.    3.   5.   6.  10.  48.   0.  27.  10.   0.  42.  10. 
  4.   4.  19.  19.   0.    0.  15.  15.  26.  22.  22.  31.   0.  30.  22.   0. 
 30.  30.   9.   9.   0.    0.  39.  39.  25.   2.   0.  31.  25.   0.  28.  25. 
 18.  18.  17.  17.   1.    1.   0.   0.   0.  33.  29.   0.  54.   3.   3.   0. 
  0.   0.  29.  30.   8.    9.  33.  33.  41.   0.   0.  41.  41.  10.  28.  41. 
 14.  14.   5.   5.  11.   11.  30.  30.  21.  40.  40.   0.   0.  40.  40.  54. 
 37.  37.   6.   6.   1.    1.  44.  44.   0.   6.   6.   0.   0.   6.   6.  52. 
  6.   6.   7.   7.  32.   32.  19.  19.  15.   0.   0.  15.  17.   0.   0.  37. 
  0.   0.  21.  21.   8.    8.  13.  13.   0.  18.  18.  36.   0.  31.  25.   0. 
 11.  11.   0.   0.  11.   11.   0.   0.   4.   0.   0.  10.  29.   0.  26.   4. 
 20.  20.  17.  17.  11.   11.  48.  48.   0.  24.  19.   0.   0.  19.  30.   0. 
 34.  34.   0.   0.  46.   47.  12.  13.  20.  16.  16.   0.   0.  42.  16.  54. 
 31.  31.   0.   0.  34.   34.   3.   3.  14.  32.   0.  14.  24.   0.   0.  44. 
  1.   1.  17.  17.   0.    0.  16.  16.   0.  18.  26.   0.  38.  12.  12.   0. 
  0.   0.  15.  15.   5.    5.  20.  20.  15.  50.   0.  15.  46.   0.   1.  15. 
  6.   6.  30.  31.  15.   15.   9.  10.  18.   0.  42.  18.  18.  11.   0.  18. 
 18.  18.  40.  40.   2.    3.  19.  20.   0.   2.   2.  42.  16.   2.   2.   0. 
 23.  24.   0.   0.  15.   15.   8.   9.   0.  34.  31.  10.   0.  31.  45.   0. 
  6.   6.   3.   3.   0.    0.   5.   5.  16.   0.  49.  14.  14.   0.   0.  14. 
 13.  13.  18.  18.   0.    0.  31.  31.  54.  14.  14.  28.   0.  14.  31.   0. 
 44.  44.  28.  28.  36.   36.   0.   0.   0.   8.   8.   3.   5.   8.   8.   0. 
  8.   8.  10.  10.  10.   10.   0.   0.  26.   0.  33.  26.  26.  27.   0.  26. 
 51.  51.  51.  52.  30.   31.   0.   0.   0.   9.   9.  20.   0.  14.   9.   0. 
 11.  11.   0.   0.  11.   11.   0.   0.   0.  28.  18.  16.  46.  18.  20.   0. 
  0.   0.   9.   9.  12.   12.  21.  21.   6.   6.   0.   6.  32.   0.   0.  36. 
 15.  16.  16.  16.   0.    0.  11.  11.  21.  16.  46.   0.   0.  16.  16.   0. 
 26.  26.  23.  23.   3.    3.   0.   0.  42.   5.   5.  11.   0.   6.   5.   0. 
  0.   0.   9.   9.  16.   16.  25.  25.   0.  20.   1.   0.  24.   1.   1.   9. 
 17.  17.   7.   7.   3.    3.  26.  27.  20.   0.   0.   0.   0.   0.   0.  10. 
 19.  19.   9.   9.   5.    5.  32.  33.   0.  33.  26.   0.   0.  26.  26.  23. 
  9.  10.  39.  39.  25.   25.   4.   5.  17.   0.   0.  24.  17.  18.   0.  17. 
 12.  12.  12.  13.   0.    0.  15.  16.  30.   0.   3.   6.   6.   0.   0.   6. 
  7.   7.  15.  15.   0.    0.   8.   8.  57.   0.  44.  10.  10.  18.   0.  10. 
 12.  12.  15.  15.   6.    6.  32.  33.  24.   6.   0.  24.  24.   0.  32.  24. 
 18.  18.   0.   0.  18.   18.   0.   0.   5.   0.   0.  30.   5.  10.   2.   5. 
 50.  50.   0.   0.  15.   15.  63.  64.   8.  11.   0.   8.   8.   0.   6.   8. 
  4.   4.   0.   0.   4.    4.   0.   0.   0.  28.  44.   0.  46.  18.  18.  32. 
 10.  11.   0.   0.   1.    2.   9.   9.  18.  20.  31.   0.   0.  20.  20.  17. 
 62.  63.  11.  11.  33.   33.  18.  18.  12.  19.  18.  12.  12.   0.   0.  12. 
  5.   5.   0.   0.  21.   21.  16.  16.   0.  29.  18.   0.  22.  18.  18.  32. 
  0.   0.  14.  14.   0.    0.  14.  14.   8.   0.   0.   2.   2.   0.  19.   2. 
 16.  16.   6.   6.  20.   20.   0.   0.   0.  16.  24.   0.   0.  20.  16.   0. 
 14.  14.   0.   0.   5.    5.   9.   9.   0.  26.  52.   0.   0.  16.  16.  20. 
 16.  17.  12.  12.   4.    4.   0.   0.  10.  22.  12.  10.  10.   0.   0.  10. 
