  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 12.  13.   9.   9.   0.    0.   9.  10.   4.   6.  19.   0.   0.   6.   6.   0. 
 47.  47.   0.   0.  13.   13.  34.  34.   7.  16.   6.   7.   7.   0.   0.  49. 
 11.  11.   0.   0.  27.   27.  34.  35.   0.  13.   6.   0.   0.   6.   6.  11. 
  1.   2.   7.   7.   0.    0.   6.   6.  24.  11.  49.  24.  24.   0.   0.  24. 
 24.  24.  45.  46.  23.   23.   0.   0.   0.  29.  29.   3.  29.  29.  29.   0. 
  5.   5.   0.   0.   5.    5.   0.   0.  14.   3.   0.  33.  17.   0.   1.  14. 
 22.  22.   3.   3.  25.   25.   0.   0.  14.   0.   6.  14.  14.  29.   0.  57. 
  4.   5.   0.   0.   9.   10.   5.   5.  32.  59.   0.  32.  32.   0.  44.  32. 
 21.  22.  17.  18.  22.   22.  61.  61.  38.  18.  18.   0.   0.  18.  25.   0. 
 15.  16.   1.   1.   0.    0.  16.  17.   9.   0.  25.   5.   5.   0.   0.  21. 
  5.   6.  35.  35.  22.   22.   7.   8.   4.   0.   0.  30.   4.  13.   0.   4. 
 18.  18.   0.   0.  14.   14.  12.  12.   5.  46.   0.   5.   5.   0.  10.   5. 
  9.   9.  10.  10.   0.    0.  19.  19.  26.  26.  26.   8.   0.  26.  49.   0. 
 24.  25.   0.   0.  24.   25.  10.  10.   0.  31.   7.   0.   0.   7.   7.  21. 
 14.  14.   0.   0.  39.   39.  30.  30.   0.  40.   6.   0.   0.   6.   6.  18. 
  0.   0.  11.  12.   0.    0.  11.  12.  14.  19.  23.  14.  16.   0.   0.  38. 
  0.   0.   0.   1.   0.    0.   0.   1.  27.   0.  23.   8.   8.  41.   0.  57. 
 18.  18.  16.  16.   0.    0.  34.  34.   0.  30.  20.  64.   0.  20.  27.   0. 
  0.   0.  23.  23.  11.   12.  14.  14.   0.  12.  12.   0.  23.  12.  18.   0. 
 12.  12.   0.   0.  12.   12.   0.   0.  18.  22.   0.  56.  38.   0.  30.  18. 
 32.  32.   0.   0.  20.   20.  52.  52.  12.   2.   0.  12.  12.   0.   0.  18. 
  1.   2.   1.   1.  13.   14.  16.  16.  32.  13.  13.   0.   0.  13.  18.   0. 
  0.   0.  16.  17.  11.   12.  28.  28.   0.  48.  32.   0.  40.  32.  32.  40. 
  3.   4.  20.  20.   0.    0.  23.  24.   0.  20.  20.  52.   0.  20.  24.   0. 
  8.   8.  18.  18.   0.    0.  10.  10.   0.  30.  18.   0.  13.  14.  14.   0. 
  0.   0.  33.  33.  38.   38.  19.  19.   0.   4.   4.   0.  11.   4.   4.  51. 
  7.   7.   0.   1.   7.    8.   0.   0.  22.   0.  37.  22.  22.   5.   0.  44. 
 11.  11.   0.   0.  11.   11.   0.   0.   2.   4.  18.   2.   9.   0.   0.   8. 
  0.   1.  15.  15.  15.   16.   0.   0.   0.  24.  28.   0.  29.  24.  24.  18. 
 12.  12.   8.   8.   2.    2.  21.  22.   4.   2.   2.   0.   0.   2.  10.   0. 
 20.  20.   2.   2.  22.   22.   0.   0.   0.  20.  20.  42.   0.  23.  29.   0. 
 15.  15.   0.   0.  52.   52.  37.  37.   1.  12.   0.   1.  36.   0.  31.   1. 
  0.   0.  31.  31.  15.   15.  46.  46.   0.  28.   6.   0.  20.   6.   6.  15. 
 37.  37.   9.  10.  18.   18.   9.  10.   0.  26.  20.   0.   0.   4.   4.   0. 
  3.   3.  18.  18.  21.   21.   0.   0.  38.   0.   6.  38.  38.   4.   0.  51. 
  2.   2.  19.  19.   0.    0.  21.  21.  20.  12.  12.   6.   0.  12.  13.   0. 
 18.  19.  22.  22.   0.    0.   3.   4.   0.  28.  12.  24.  48.  12.  12.   0. 
