  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  0.   0.  20.  20.  15.   16.  28.  28.   8.   0.   0.   8.   8.  57.   0.  30. 
 17.  18.  12.  13.   5.    5.   0.   0.   0.   5.  10.   0.   0.  44.   5.   0. 
  0.   0.  24.  24.  24.   24.   9.   9.   0.  12.  12.   0.   0.  18.  12.  55. 
  0.   0.   6.   6.  11.   11.  17.  17.  43.   0.   0.  31.  31.  28.  38.  31. 
 32.  32.  24.  24.   8.    8.   0.   0.  20.  23.  23.  37.   0.  61.  23.   0. 
 12.  13.   0.   0.  24.   25.  12.  12.   0.  23.  15.   0.  12.  15.  46.   0. 
 16.  16.  23.  23.  39.   39.   0.   0.   0.   3.  12.   0.   0.   4.   3.   4. 
 39.  40.  16.  17.  19.   19.   4.   4.  22.  47.   0.  62.  22.   0.   0.  22. 
 18.  19.  21.  22.   0.    0.   3.   3.  12.  33.   0.  13.  48.   0.   0.  12. 
 16.  16.   0.   0.  26.   26.  10.  10.   0.  28.  16.   0.   2.  16.  16.   2. 
  0.   0.  29.  29.  15.   15.  14.  14.   0.   0.   0.  24.  22.   0.  26.   0. 
  0.   0.  29.  29.   0.    0.  29.  29.  12.  26.   0.  38.  12.   0.   0.  12. 
  4.   5.   1.   2.   0.    0.   6.   6.  39.  12.  35.   0.   0.  12.  12.   6. 
  0.   0.   9.   9.   1.    1.  10.  10.  60.   0.   0.  23.  23.  24.   0.  24. 
 37.  37.   0.   0.   7.    7.  30.  30.  36.  12.   0.  46.  36.   0.  44.  36. 
 19.  19.  21.  22.   2.    2.   1.   1.   4.   0.   0.  50.   4.  50.   0.   4. 
  2.   2.  32.  32.  34.   35.   0.   1.   2.   0.   0.   2.   2.  10.  13.   2. 
  8.   8.   0.   0.   8.    8.   0.   0.  16.   3.  48.   0.   0.   8.   3.  18. 
  2.   2.   0.   0.   2.    2.   0.   0.  30.  16.  16.  38.   0.  44.  22.   0. 
  0.   0.  25.  25.   0.    0.  25.  25.   0.   4.   2.   4.  18.   2.   8.   0. 
 32.  33.  12.  12.   6.    7.  14.  14.  14.  10.  10.  14.  14.   0.   0.  14. 
 14.  14.   2.   2.  13.   13.  29.  30.   8.  20.   0.   8.   8.   0.   9.   8. 
  5.   5.   0.   0.   9.   10.   4.   5.  34.  21.  21.   0.   0.  29.  21.  48. 
 26.  26.  41.  41.  23.   23.   0.   0.   0.   7.  13.   0.  46.   7.   7.   0. 
  0.   0.   9.   9.  10.   11.  19.  19.   0.  28.  28.   0.  41.  28.  28.   2. 
 20.  20.  21.  21.   0.    0.   1.   1.   4.  60.   0.  32.  24.   0.   0.   4. 
 12.  12.  16.  16.   0.    0.  28.  28.  23.   0.  10.   8.   8.   0.   0.  14. 
  9.  10.   0.   0.  27.   27.  17.  18.  21.  53.   0.  21.  34.   0.   6.  21. 
  0.   0.  18.  18.   2.    3.  20.  21.   0.  56.  26.   0.  51.  26.  26.  45. 
 16.  16.  39.  40.   6.    6.  17.  17.   0.   2.   2.  40.   0.  44.   2.   0. 
  0.   0.  17.  18.   0.    0.  17.  18.  24.  28.   2.  24.  48.   0.   0.  26. 
  5.   5.  43.  43.   0.    0.  38.  38.   0.  35.  30.  33.  29.  30.  30.   0. 
 16.  16.   0.   0.  16.   16.   0.   0.   2.   3.   6.   2.  18.   0.   0.   6. 
  4.   4.  16.  16.  20.   20.   0.   0.   2.   0.   0.  16.   2.  49.   0.   2. 
  0.   0.  26.  26.  14.   14.  28.  28.   0.  18.  18.   0.   0.  30.  25.   0. 
  0.   0.   8.   8.   0.    0.   8.   8.   0.  26.  30.   0.   0.  20.  20.  44. 
  0.   0.  49.  49.  30.   31.  21.  22.  22.   0.   0.  22.  22.  43.  59.  22. 
  8.   8.  10.  10.   0.    0.  18.  18.  34.   0.  50.  15.  15.   0.   0.  16. 
 42.  43.   8.   8.  22.   22.  12.  12.  10.   7.   7.   7.   0.   7.   7.   0. 
 39.  39.  21.  21.  18.   18.   0.   0.   7.   0.  22.   3.   3.  12.   0.   3. 
 10.  10.   0.   0.  10.   10.   0.   0.  26.   0.   0.  58.  16.  20.  16.  16. 
 31.  31.   0.   0.  15.   15.  16.  16.   0.  13.  15.   0.   0.   3.   3.  14. 
 29.  29.   0.   0.   5.    5.  24.  24.  16.  53.  28.  16.  16.   0.   0.  18. 
  1.   1.  10.  10.   0.    0.   9.   9.  35.  14.  60.  35.  53.   0.   0.  35. 
  0.   0.  20.  20.   3.    3.  17.  17.   3.   0.   0.   7.  22.   0.  34.   3. 
 18.  19.   0.   0.   6.    7.  12.  12.  16.  15.   0.  34.  16.   0.   4.  16. 
 33.  34.  27.  27.   0.    0.  14.  14.   3.  17.  32.   0.   0.  17.  17.   0. 
 14.  15.  23.  24.   0.    0.   9.   9.   0.  50.  12.  35.  12.  12.  12.   0. 
 13.  13.   0.   0.  13.   13.   0.   0.  16.  42.   0.  30.  34.   0.  30.  16. 
  0.   0.  10.  10.  11.   12.  21.  22.   0.  15.   3.   0.   4.   3.  43.   0. 
 15.  16.   7.   7.  12.   13.   0.   0.   0.  21.  21.  11.   0.  29.  21.   0. 
  9.   9.   7.   7.   2.    2.   0.   0.  46.   8.   8.  20.   0.  23.   8.   0. 
 14.  14.   6.   6.   8.    8.  28.  28.  17.  38.  38.   0.   0.  38.  38.  45. 
 19.  19.  14.  15.  33.   34.   0.   0.   0.  12.  31.   0.  20.  12.  12.  53. 
 15.  15.  16.  17.   0.    0.  31.  32.   0.  18.  14.   5.   0.  14.  34.   0. 
  0.   1.   7.   7.   0.    0.   6.   7.  18.  16.  16.   5.   0.  20.  16.   0. 
  5.   5.   5.   5.  22.   22.  12.  12.  13.   0.   0.  13.  13.  36.   0.  31. 
  7.   7.   7.   8.  12.   12.   0.   0.   0.   2.   2.  54.   0.  41.   2.   0. 
  0.   0.  21.  21.  12.   12.   9.   9.   0.  12.  41.   0.  24.  12.  12.  12. 
 34.  34.   0.   0.  56.   56.  56.  56.  20.  28.  28.   0.   0.  28.  28.  15. 
 10.  10.  18.  19.   0.    0.   8.   9.   0.  28.  16.  31.  16.  16.  16.   0. 
  4.   4.   8.   8.   0.    0.  12.  12.  17.   8.  44.   0.   0.   8.   8.   8. 
 23.  23.   3.   3.   9.    9.  35.  35.   2.  17.   0.   2.   2.   0.  27.   2. 
  0.   0.  17.  17.  34.   34.  17.  17.   0.   2.   2.   0.   0.  12.   2.   8. 
  2.   2.  18.  18.   0.    0.  16.  16.  18.   0.   0.  33.  18.   8.   0.  18. 
  9.   9.   0.   0.   5.    5.   4.   4.  14.   8.  27.   0.   0.   8.   8.  62. 
 30.  30.   1.   1.  11.   11.  42.  42.  35.  12.  12.   0.   0.  12.  56.   0. 
  0.   0.   7.   7.   0.    0.   7.   7.  31.   0.   2.   2.   2.  20.   0.  31. 
 16.  16.   0.   0.  16.   16.   0.   0.  26.  31.   0.  29.  46.   0.  41.  26. 
  3.   3.   2.   3.   7.    7.  12.  13.  20.   2.   2.   0.   0.   2.   2.  10. 
  0.   0.   7.   7.   5.    5.  12.  12.  10.  10.  10.   0.   0.  24.  10.  30. 
 16.  16.   1.   1.  17.   17.   0.   0.   0.   8.  11.   0.   0.  22.   8.  12. 
  0.   0.  12.  13.  22.   22.  34.  35.   0.  20.   6.   0.  16.   6.  10.   0. 
  3.   3.  28.  28.  12.   12.  43.  43.   5.   7.   0.   5.   5.   0.  10.   5. 
  4.   4.  14.  14.  18.   18.   0.   0.  12.   0.  47.  12.  16.   0.   0.  24. 
  8.   8.  13.  13.  27.   27.   6.   6.  30.   0.   0.  30.  30.  15.   2.  30. 
  0.   0.  20.  20.  29.   30.  43.  43.   0.  18.  18.   0.   0.  30.  18.  54. 
 18.  18.   0.   0.  27.   27.  16.  16.  12.  26.   0.  12.  12.   0.   3.  12. 
 13.  14.   7.   7.  22.   22.   1.   2.   0.  28.  28.   0.  27.  28.  28.   5. 
  8.   8.  19.  19.   0.    0.  11.  11.   2.  12.  17.   2.  21.   0.   0.   2. 
 13.  13.  12.  12.  25.   25.   0.   0.   0.   2.   2.   6.   0.  16.   6.   0. 
  7.   7.  11.  11.   0.    0.  18.  18.  12.  18.   0.  32.  12.   0.  40.  12. 
 16.  16.   0.   0.  18.   19.   2.   3.   0.  54.   9.   0.  42.   9.  40.   0. 
 43.  44.  14.  15.  18.   18.  11.  11.  42.  10.  14.   0.   0.  10.  10.   0. 
  3.   3.   0.   0.   3.    3.   0.   0.  18.  16.  16.   0.   0.  18.  16.  21. 
 16.  16.  32.  32.  52.   52.   4.   4.  18.   0.   0.  18.  32.   0.  26.  18. 
 14.  15.  26.  26.   0.    0.  11.  12.   4.  62.   0.  30.  38.   0.   0.   4. 
  0.   0.   3.   3.  12.   12.  15.  16.  22.   0.   0.   2.   2.   0.   8.   2. 
 27.  27.  18.  18.   7.    7.   2.   2.  12.   8.   0.  16.  12.   0.   0.  12. 
 10.  11.  52.  52.  21.   22.  20.  20.   0.  24.  25.   0.  30.  24.  24.   0. 
  0.   0.   9.   9.   0.    0.   9.   9.  48.   0.   0.  24.  11.   0.  28.  11. 
  0.   0.   3.   3.   0.    0.   3.   3.  50.   0.  24.  22.  22.  12.   0.  26. 
  0.   0.  35.  36.  20.   20.  15.  16.   0.  12.  26.   0.   0.  34.  12.  52. 
  3.   3.   0.   0.  20.   20.  17.  17.   9.   4.   0.   9.  39.   0.  63.   9. 
  0.   0.  27.  27.  12.   12.  15.  15.   0.  24.  24.   8.  28.  24.  30.   0. 
  0.   0.  23.  23.  20.   21.   2.   3.   0.  17.  17.   7.  36.  17.  20.   0. 
  0.   0.   4.   4.   0.    0.   4.   4.  63.  52.  52.  35.   0.  54.  56.   0. 
 24.  24.   0.   0.  20.   20.  14.  14.   4.   0.   0.   4.   4.   0.  39.   4. 
 16.  17.  44.  44.   0.    0.  27.  28.  32.   0.   0.  28.  20.  22.   0.  20. 
  5.   5.   2.   2.   3.    3.   0.   0.  14.  13.  13.  17.   0.  19.  13.   0. 
  8.   8.   5.   5.  13.   13.   0.   0.   0.   8.   8.  48.   0.  19.  11.   0. 
  0.   0.  13.  13.   0.    0.  13.  13.  40.   0.  37.   7.   7.  26.   0.  32. 
  0.   0.   7.   7.   8.    9.  15.  16.  32.   0.   0.  12.  12.  12.   0.  12. 
 49.  50.  13.  13.  28.   28.   9.   9.  12.  17.  17.  64.   0.  17.  17.   0. 
 10.  11.  24.  24.   0.    0.  32.  33.   3.  36.   0.  20.   3.   0.   0.   3. 
 14.  14.   0.   0.  23.   23.  25.  26.  52.   0.   0.   7.   7.   0.   0.  10. 
  0.   0.  21.  21.   0.    0.  21.  21.  31.   0.  28.  30.  30.  38.   0.  60. 
 22.  22.  15.  15.   0.    0.  37.  37.  18.   0.  27.   2.   2.   0.   0.  34. 
  0.   0.  24.  24.  22.   22.   2.   2.  16.   0.  24.  16.  16.  16.   0.  34. 
  5.   5.  37.  37.  42.   42.   0.   0.   0.   4.   4.  34.   0.  15.  22.   0. 
 54.  54.  35.  35.   3.    3.  16.  16.  31.   5.   5.  10.   0.   5.   5.   0. 
 26.  27.   0.   0.  26.   27.   0.   0.   0.  26.  30.   0.  21.   8.   8.  40. 
  7.   7.  11.  11.   0.    0.   4.   4.   6.  10.   9.   6.  13.   0.   0.   6. 
 18.  18.   3.   3.   0.    0.  21.  21.  22.  31.   0.  29.  22.   0.  42.  22. 
  0.   0.  18.  18.  22.   22.  40.  40.   0.  29.  12.   0.  52.  12.  32.   0. 
 37.  37.  10.  11.  20.   21.   6.   6.   0.  21.  15.  14.   0.  15.  15.   0. 
 32.  33.  13.  13.   3.    3.  17.  17.  11.  33.  15.  11.  11.   0.   0.  11. 
 14.  14.  38.  39.  21.   21.   3.   3.   3.   0.   0.  36.   3.  28.   0.   3. 
 14.  14.   0.   0.   3.    4.  10.  11.  25.  10.  11.   0.   0.  10.  10.  44. 
  5.   5.   4.   4.   9.    9.   0.   0.   0.  15.  36.   0.  34.  15.  15.  36. 
  6.   6.   0.   0.   7.    7.   1.   1.   6.  12.  12.   0.   0.  29.  12.   3. 
  0.   0.  23.  23.   0.    0.  23.  23.   6.  14.  50.   6.  31.   0.   0.  15. 
  0.   0.  39.  40.  33.   33.  25.  26.   0.  12.  12.   0.   0.  22.  12.   8. 
  8.   8.  15.  15.   9.    9.   0.   0.  34.   0.  49.  34.  34.   8.   0.  34. 
  0.   0.   6.   6.   2.    2.   4.   4.   0.  38.  38.  31.  18.  38.  54.   0. 
  0.   0.  28.  28.   4.    4.  24.  24.   0.   4.  25.   0.  11.   4.   4.  52. 
  5.   6.  12.  12.  17.   18.   0.   0.   0.  14.  37.   0.   0.  14.  14.  34. 
 50.  50.   0.   0.  22.   22.  28.  28.   7.  12.  22.   7.   7.   0.   0.  12. 
 23.  23.   0.   0.  11.   11.  12.  12.  22.   0.   0.  41.  19.   0.  24.  19. 
 11.  11.   9.   9.   0.    0.  20.  20.  20.  54.   0.  24.  20.   0.  20.  20. 
  1.   1.  24.  24.   2.    2.  21.  21.   0.  10.  10.  15.   0.  36.  10.   0. 
 11.  12.   8.   8.   0.    0.  11.  12.  42.  12.  46.   0.   0.  12.  12.   0. 
 24.  24.   0.   0.  24.   24.   7.   8.   0.  25.  14.   0.   0.  14.  14.  53. 
 14.  14.   0.   0.   6.    6.   8.   8.  29.  50.   0.  30.  29.   0.  30.  29. 
 17.  18.   2.   3.  15.   15.   0.   0.   6.   4.  32.   0.   0.   4.   4.   0. 
  2.   2.  14.  14.   0.    0.  16.  16.  38.  23.  23.  28.   0.  23.  46.   0. 
 13.  13.  38.  39.  16.   16.   9.  10.   4.   0.  22.   4.  18.   0.   0.   4. 
  0.   0.  10.  11.   6.    6.   4.   5.  16.   0.  62.  16.  26.   0.   0.  42. 
 19.  19.   0.   0.  35.   35.  18.  18.  26.   0.   0.   5.   5.   0.  33.   5. 
  0.   0.  31.  31.  47.   48.  34.  35.   0.  15.  15.   0.  45.  15.  15.   7. 
  0.   0.   8.   8.   0.    0.   8.   8.  20.   0.   6.  14.  14.  56.   0.  30. 
  3.   3.   0.   0.  12.   12.   9.   9.  57.   0.   0.  22.  22.  22.   0.  28. 
  7.   7.  21.  22.   3.    3.  11.  12.   0.  18.  18.  12.   0.  31.  18.   0. 
  3.   4.   0.   0.   6.    6.   3.   4.   3.  29.   0.   3.   3.   0.  27.   3. 
  0.   0.  21.  22.  11.   12.  10.  10.   0.  12.  42.   0.   0.  13.  12.  37. 
  0.   0.   9.  10.   0.    0.   9.  10.   0.  48.  28.   0.  39.  26.  26.   9. 
 14.  14.   0.   0.  14.   14.   0.   0.   0.  14.  10.  34.  48.  10.  34.   0. 
  8.   8.   3.   3.   0.    0.  11.  11.  10.   3.   3.   7.   0.   3.  35.   0. 
 30.  31.  19.  19.   0.    0.  32.  32.  23.  34.  34.  17.   0.  34.  34.   0. 
 11.  12.  37.  38.   6.    6.  20.  20.   6.   0.   0.  12.   6.  40.   0.   6. 
  0.   0.   8.   8.  15.   15.  16.  16.  10.   0.   0.  10.  10.  47.  13.  10. 
 24.  24.  35.  36.   2.    2.   9.   9.   4.   0.   0.   6.   4.  13.   0.   4. 
 10.  11.  24.  25.   0.    0.  14.  14.   4.  13.  12.   4.   8.   0.   0.   4. 
