  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
3194.06 134 100 90 92 101 101 95 90
3360 27 77 23 76 103 103 20 18
3369.94 26 75 119 121 23 23 140 93
3406.22 162 147 103 109 92 92 145 108
3471.76 30 30 97 97 202 202 18 18
3489.7 112 112 113 113 21 21 39 39
3493.74 39 39 45 45 5 5 145 145
3494.03 103 103 115 115 32 32 22 22
