  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 26.  26.   3.   3.  23.   23.   0.   0.   0.   6.  10.   0.   0.  23.   6.   0. 
 15.  16.  18.  19.  34.   34.   0.   0.   0.   4.  50.   0.  51.   4.   4.   2. 
 40.  41.  17.  17.  20.   21.   3.   3.  30.   5.   5.  19.   0.   5.   5.   0. 
  0.   0.  23.  23.  17.   17.   6.   6.  26.   0.   0.  26.  26.   0.  43.  26. 
  3.   4.  25.  26.  29.   29.   0.   0.   6.   0.   0.   8.   6.  14.  29.   6. 
 26.  26.  22.  22.   6.    6.   0.   0.   0.  10.  10.  53.  26.  10.  10.   0. 
  1.   1.   0.   0.   1.    1.   0.   0.   2.   6.   0.  12.   5.   0.  44.   2. 
  0.   0.  12.  12.   9.   10.   2.   3.  18.   0.   0.  34.  40.   0.  13.  18. 
  0.   0.   8.   8.   0.    0.   8.   8.  58.   0.   0.  30.  19.  22.  42.  19. 
  5.   6.   0.   0.   5.    6.   0.   0.  13.  27.  36.  13.  42.   0.   0.  18. 
 22.  22.  16.  16.   6.    6.   0.   0.  14.   2.  17.  14.  37.   0.   0.  14. 
  0.   0.  30.  30.  18.   18.  12.  12.   0.   2.   2.  24.   0.   5.  13.   0. 
 36.  37.   8.   8.   0.    0.  35.  36.  28.  56.   0.  54.  28.   0.   0.  28. 
 32.  32.  29.  29.   3.    3.   0.   0.  20.  19.  27.  20.  20.   0.   0.  20. 
 20.  20.   0.   0.  20.   20.   0.   0.  10.   6.  51.  10.  42.   0.   0.  10. 
 16.  16.  29.  30.  13.   13.   1.   1.   0.  14.  24.   0.  10.  14.  14.   0. 
 20.  21.  61.  61.  24.   24.  16.  17.  16.   0.  36.  16.  16.   2.   0.  16. 
  0.   0.  11.  11.  47.   48.  36.  37.  18.   0.   0.  18.  18.  19.   2.  18. 
 21.  21.   5.   5.  26.   26.   0.   0.   0.   2.   2.  28.   0.  26.  33.   0. 
  5.   5.  29.  30.   0.    0.  24.  25.   4.  11.  16.   4.  14.   0.   0.   4. 
 17.  18.   0.   0.   4.    4.  13.  14.  19.  17.  25.   0.   0.  17.  17.  42. 
 10.  11.   0.   0.   8.    9.   2.   2.  16.   0.   0.  54.   8.   0.  13.   8. 
 22.  22.  27.  27.   0.    0.  25.  25.  24.  30.  24.  24.  24.   0.   0.  24. 
  0.   0.  23.  23.   0.    0.  23.  23.   0.  36.   6.   0.  44.   6.   6.  16. 
 13.  13.   4.   5.   0.    0.  17.  18.  15.   0.   0.  12.   0.   0.  10.   0. 
  0.   0.  11.  12.   0.    0.  11.  12.  18.  60.   0.  42.  40.   0.   6.  18. 
 19.  19.   0.   0.   4.    4.  15.  15.   0.  37.  38.   0.   0.  17.  17.  27. 
 23.  24.   1.   1.   0.    1.  25.  25.   0.  16.  12.   0.   0.  12.  12.  23. 
 29.  29.  13.  13.   0.    0.  26.  26.   2.  10.   0.   2.   2.   0.   0.   2. 
 32.  33.  10.  10.   6.    6.  16.  16.  52.   0.   0.  40.   8.   0.   0.   8. 
  0.   1.  11.  11.  42.   42.  30.  31.   0.  12.  12.   0.  13.  12.  12.  24. 
  5.   5.  12.  12.   8.    8.  25.  26.  17.   0.   0.   9.   9.   0.  60.   9. 
  8.   8.  12.  12.   0.    0.   4.   4.   8.  55.  19.   8.  13.   0.   0.   8. 
 17.  18.   1.   1.  10.   10.   7.   7.  32.  46.   0.  34.  32.   0.   0.  32. 
 27.  28.   3.   3.   6.    6.  19.  19.   0.  52.  24.   6.   0.  24.  24.   0. 
  7.   8.  20.  21.   0.    0.  13.  13.   9.   9.  16.   0.   0.  50.   9.   0. 
