  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 14.  15.   4.   4.  27.   27.   8.   9.   0.  10.  10.   0.   0.  18.  34.   0. 
  2.   3.   5.   6.   2.    3.   0.   1.   0.  33.  35.   0.  16.  33.  33.   0. 
 40.  40.   6.   6.   0.    0.  42.  42.   3.  12.  12.  10.   0.  12.  12.   0. 
  3.   3.   0.   0.   0.    0.   3.   3.   0.   9.  31.   0.   0.   2.   2.  16. 
 32.  32.   7.   7.  14.   14.  11.  11.   8.   1.   0.  34.   8.   0.   0.   8. 
  5.   5.   0.   0.   5.    5.   0.   0.  14.   4.   4.  30.   0.  30.  28.   0. 
  0.   0.  12.  12.   7.    7.  19.  19.  52.   0.   0.  16.  16.  26.  21.  16. 
  7.   7.  21.  21.  28.   28.   0.   0.   0.   7.   7.  44.  35.   7.  48.   0. 
 13.  14.  16.  17.   0.    0.  30.  30.  10.   4.  34.   0.   0.   4.   4.   8. 
  0.   0.  25.  25.  29.   30.  20.  20.  24.   0.   0.  24.  24.  53.   0.  36. 
  0.   0.  22.  23.  15.   16.   7.   7.   0.  14.  14.  39.   0.  32.  34.   0. 
  0.   0.  25.  25.  12.   12.  13.  13.  10.   0.   0.  38.  10.   1.  51.  10. 
 24.  24.  13.  13.  11.   11.   0.   0.  54.   0.  25.  15.  15.  36.   0.  15. 
  0.   0.  10.  10.   2.    2.  12.  12.  54.   0.   0.  22.  22.  14.  33.  22. 
 31.  32.   2.   2.   0.    1.  34.  34.   0.   8.   8.   0.   0.   8.  22.   0. 
 13.  14.  18.  19.  32.   32.   0.   0.   0.  16.  16.   8.  30.  16.  22.   0. 
 43.  43.   0.   0.  36.   36.  49.  49.   0.  26.   2.   0.   0.   2.   2.  16. 
  3.   3.  19.  19.   6.    6.  28.  29.  32.  29.   0.  32.  32.   0.  50.  32. 
  0.   0.  25.  25.  12.   12.  13.  13.   0.  17.  17.  16.  11.  17.  30.   0. 
  0.   0.  38.  38.  11.   11.  27.  27.   0.   7.  33.   0.   0.   7.   7.  10. 
 26.  26.  23.  23.   3.    3.   0.   0.  42.   0.  50.  10.  10.  22.   0.  10. 
  0.   0.   0.   0.   0.    0.   0.   0.  16.  12.  27.  16.  25.   0.   0.  26. 
  9.   9.  11.  11.   0.    0.   2.   2.   4.  24.   0.  15.   9.   0.   0.   4. 
 21.  22.  26.  27.   0.    0.   5.   5.   4.  24.   6.   4.  30.   0.   0.   4. 
  0.   0.   0.   0.   0.    0.   0.   0.  12.   6.  24.   0.   0.   8.   6.  12. 
 24.  24.  13.  13.  23.   23.   0.   0.  39.   0.  60.  39.  39.   5.   0.  39. 
 27.  27.  13.  13.  14.   14.   0.   0.  43.   0.  56.  39.  39.   2.   0.  39. 
  8.   8.   0.   0.  29.   29.  21.  21.  20.  56.   0.  20.  51.   0.  11.  20. 
 26.  26.   9.   9.   1.    1.  36.  36.   0.  10.   4.   0.   0.   4.   4.   2. 
 29.  30.  25.  26.   4.    4.   0.   0.  29.  15.  15.   3.   0.  17.  15.   0. 
 59.  59.  10.  11.  19.   20.  29.  29.  44.   1.   9.  44.  44.   0.   0.  44. 
 28.  28.  12.  12.  30.   30.   0.   0.   0.   4.   4.  41.   0.   8.   4.   0. 
  0.   0.  21.  21.  23.   23.  44.  44.  34.   0.   0.  11.  11.  30.   0.  26. 
  4.   4.   0.   0.  21.   21.  17.  17.   0.  35.   2.   0.  12.   2.  25.   0. 
  0.   0.   6.   7.  16.   17.  21.  21.   7.   0.   0.   7.   7.  43.  21.   7. 
 12.  12.   0.   0.  12.   12.   0.   0.  16.  20.  20.  64.   0.  59.  24.   0. 
 27.  27.  40.  41.   0.    0.  13.  14.   7.  20.  27.   7.   8.   0.   0.   7. 
 52.  53.  34.  34.  15.   16.   3.   3.   0.  12.  13.   0.   0.   4.   4.   0. 
  5.   5.   3.   3.  34.   35.  26.  26.   0.  11.  11.   0.   0.  29.  36.   0. 
 17.  17.  57.  57.  31.   31.   9.   9.  10.   0.  13.  10.  10.  35.   0.  10. 
  0.   0.  15.  15.   6.    6.  13.  13.   0.   0.   0.   0.  30.   0.   4.   0. 
  0.   0.  31.  31.   1.    1.  32.  32.   0.  38.  28.   0.  17.  28.  28.  57. 
  1.   1.   2.   3.   2.    2.   0.   0.  17.   0.  40.  17.  17.   4.   0.  17. 
  6.   6.   0.   0.   3.    3.   3.   4.  32.  13.  13.   0.   0.  13.  13.  23. 
 13.  14.   0.   0.  18.   19.   5.   5.  20.   0.   0.  10.  10.  20.   4.  10. 
 20.  20.   0.   0.  15.   15.   5.   5.  14.  32.   0.  36.  14.   0.  44.  14. 
  0.   0.  14.  14.   7.    8.  16.  17.   0.  13.  13.   0.  14.  13.  19.   0. 
 29.  29.  11.  11.  40.   40.   0.   0.  12.   0.  30.  12.  12.  52.   0.  14. 
  0.   0.  10.  11.   0.    0.  10.  11.   0.  46.  40.   0.   0.  19.  19.  13. 
  0.   0.  10.  10.  15.   16.  25.  25.   0.  12.  12.   0.   0.  30.  40.   0. 
 12.  12.   0.   0.  12.   12.   0.   0.  16.   4.   0.  29.  17.   0.  24.  16. 
  3.   3.   8.   8.  11.   11.   0.   0.   0.  14.  14.  42.   2.  14.  30.   0. 
 11.  12.  17.  17.   0.    0.  25.  26.   0.  24.   2.  41.   0.   2.   2.   0. 
 31.  31.  35.  36.  41.   41.   0.   0.   0.   0.   0.  42.   0.   2.   0.   0. 
  0.   0.  45.  46.  42.   42.  35.  36.   4.   0.   0.   4.   7.   0.   8.   4. 
  0.   0.   1.   1.  19.   19.  20.  20.   0.  19.  19.   0.  22.  19.  19.  18. 
 31.  31.  22.  22.  18.   18.   0.   0.   0.   0.   0.  53.   0.   6.   0.   0. 
  0.   0.  24.  25.  10.   10.  14.  15.   0.  24.  24.  55.   6.  24.  32.   0. 
  0.   0.  13.  13.   0.    0.  13.  13.   0.  25.   8.  32.   8.   8.  41.   0. 
 17.  17.   0.   0.   8.    9.  19.  20.  10.  23.   0.  10.  10.   0.   0.  54. 
 13.  13.   0.   0.  14.   14.   2.   2.  26.  16.   0.  26.  26.   0.  42.  26. 
 23.  24.  36.  36.   0.    0.  12.  13.   0.  22.  12.   0.  27.   4.   4.   0. 
  9.  10.   0.   0.   9.   10.   0.   0.   0.  45.  19.   0.  28.  15.  15.  34. 
 15.  15.   0.   0.   4.    4.  15.  15.   4.  16.  16.   0.   0.  16.  16.  14. 
  0.   0.   6.   7.   0.    0.   6.   7.  15.   0.   0.   9.   9.  24.  14.   9. 
 22.  22.  15.  15.   7.    7.   0.   0.  60.   0.  30.  24.  24.  38.   0.  24. 
 33.  33.   7.   7.   0.    0.  40.  40.   0.  14.   6.   8.   0.   6.  30.   0. 
 13.  13.   5.   5.   0.    0.  18.  18.  18.   0.  34.   3.   3.   0.   0.  15. 
  0.   0.  31.  31.   0.    0.  31.  31.  36.   0.   0.  38.  20.  50.   8.  20. 
  5.   5.  29.  30.  22.   22.   2.   2.  10.   0.  24.  10.  20.   0.   0.  10. 
 17.  17.   0.   0.  27.   27.  10.  10.  18.   0.   0.  14.  14.  46.  22.  14. 
 21.  22.   0.   0.  14.   15.  35.  35.  24.   0.   0.  24.  24.   0.  32.  24. 
 22.  22.  38.  38.   0.    0.  22.  22.   0.  28.  15.   0.   0.  11.  11.   0. 
 20.  20.   0.   0.  13.   13.   7.   7.  29.  44.   0.  32.  29.   0.  16.  29. 
  0.   0.   0.   1.   5.    5.   5.   6.  20.   4.   0.  20.  30.   0.   8.  20. 
  7.   7.   7.   7.  10.   10.  24.  25.   0.  48.   2.   0.   0.   2.   2.  45. 
  5.   5.  17.  17.   0.    0.  22.  22.  15.  17.   0.  16.  15.   0.  20.  15. 
 20.  21.   2.   2.  18.   19.   0.   0.  22.   0.  43.  16.  16.  19.   0.  16. 
  1.   2.   0.   0.  31.   31.  31.  32.  14.   9.   9.   0.   0.   9.  11.   0. 
  0.   0.   2.   2.   0.    0.   2.   2.   2.   4.   4.  48.   0.  26.  57.   0. 
 25.  25.  37.  38.   0.    0.  12.  13.  14.  31.   0.  26.  24.   0.   0.  14. 
 20.  20.  14.  14.  14.   14.   0.   0.  16.   0.  21.  16.  16.  32.   0.  16. 
  5.   5.  14.  14.   0.    0.   9.   9.  20.  27.  28.   0.   0.  33.  27.   0. 
  0.   0.  22.  22.  15.   15.   7.   7.   0.  19.  51.   0.   9.  19.  19.  50. 
 46.  46.  35.  35.   3.    3.   8.   8.   0.  23.   0.   5.   0.   0.   0.   0. 
 44.  44.   7.   7.  12.   12.  25.  25.   1.  12.  12.  31.   0.  12.  12.   0. 
  4.   5.   9.   9.   0.    0.   9.   9.  25.  26.  26.  61.   0.  26.  26.   0. 
  6.   6.   0.   0.   2.    2.   4.   4.  28.   7.  64.   0.   0.   7.   7.   2. 
  0.   0.  14.  15.   0.    1.  14.  14.  30.   0.  32.  30.  30.  16.   0.  32. 
 19.  20.  28.  29.   0.    0.   9.   9.  56.  22.  22.  42.   0.  36.  22.   0. 
 15.  15.   4.   4.  11.   11.   0.   0.  53.   0.  43.  48.  48.  36.   0.  48. 
 22.  23.  53.  53.  13.   14.  17.  17.   0.   0.   0.  20.   0.  31.   0.   0. 
  0.   0.  14.  14.   8.    8.   6.   6.  27.   0.  48.  27.  55.   0.   0.  56. 
  5.   5.  28.  29.  11.   11.  13.  13.   0.  32.  32.  53.   0.  38.  32.   0. 
  3.   3.   0.   1.  26.   26.  22.  23.  28.   0.   0.  28.  28.  62.   0.  42. 
 24.  25.  23.  23.   0.    0.   3.   4.   5.   8.  14.   0.   0.   8.   8.   0. 
 20.  20.   1.   2.   0.    0.  21.  22.  14.  11.  13.  14.  14.   0.   0.  16. 
 26.  26.  31.  32.   0.    0.  10.  11.   7.  16.   0.  16.   7.   0.   0.   7. 
 24.  24.  12.  12.  49.   50.  14.  14.  13.   0.   0.  13.  13.  15.  21.  13. 
  0.   0.   3.   4.   0.    0.   3.   4.  56.   0.   0.  22.  18.   3.  32.  18. 
 11.  11.   5.   6.   0.    0.  11.  12.   0.  30.   1.   6.   0.   1.   1.   0. 
 24.  24.  29.  30.   6.    7.   0.   0.   0.   1.   3.   0.  17.   1.   1.   0. 
 17.  17.   8.   8.   9.    9.   0.   0.  44.  14.  39.   0.   0.  57.  14.   0. 
 19.  20.   9.  10.   9.    9.   1.   1.  46.  38.  58.  46.  46.   0.   0.  46. 
  5.   5.   0.   0.   5.    5.   0.   0.   4.  26.  42.   4.  30.   0.   0.  32. 
 30.  30.  55.  55.   0.    0.  25.  25.   1.  44.   0.  15.  14.   0.   0.   1. 
 24.  24.  43.  43.   6.    6.  13.  13.   0.  10.  10.  20.  25.  10.  10.   0. 
 25.  25.   0.   0.  25.   25.   0.   0.   0.   5.   9.   0.  46.   2.   2.  24. 
 15.  16.  21.  21.   3.    3.   2.   3.   6.   0.   5.   6.  42.   0.   0.   6. 
 12.  13.  17.  17.  10.   11.   0.   0.   0.   6.  16.   0.  23.   6.   6.   0. 
 10.  10.  26.  26.   0.    0.  28.  28.  40.  38.   9.  40.  40.   0.   0.  40. 
 11.  11.  10.  10.   0.    0.  21.  21.  39.  33.  60.  39.  39.   0.   0.  42. 
  0.   0.  41.  42.  18.   18.  23.  24.   0.   3.  29.   0.   0.  19.   3.  15. 
 46.  46.   0.   0.  13.   13.  33.  33.  33.   0.   0.  37.  13.   0.  42.  13. 
 34.  34.  24.  24.  16.   16.   0.   0.   4.   0.   5.   4.   4.  24.   0.   4. 
  3.   4.   0.   0.  10.   11.   7.   7.   0.  52.  34.   0.   5.  34.  34.   5. 
 27.  27.  35.  35.  11.   11.   0.   0.   3.   0.  38.   3.   3.  60.   0.   3. 
 28.  28.  37.  37.   0.    0.   9.   9.  13.  38.   1.  13.  28.   0.   0.  13. 
  0.   0.  23.  23.   0.    0.  23.  23.  16.   0.   0.  50.  14.  15.   0.  14. 
 42.  43.   0.   0.  37.   37.  29.  30.  46.  33.  33.   0.   0.  33.  33.  15. 
 16.  17.   0.   0.  23.   24.   7.   7.  20.   0.   0.   6.   6.  54.   0.  24. 
 15.  15.   0.   0.  15.   15.   0.   0.  16.  60.  44.  16.  33.   0.   0.  33. 
 24.  25.  10.  11.  11.   12.   2.   3.   3.  44.  44.  17.   0.  44.  44.   0. 
  5.   5.   0.   0.  24.   24.  19.  19.   6.  46.   0.   6.  11.   0.   0.  24. 
  4.   4.   2.   2.  11.   12.   5.   5.   0.   6.   6.   0.   0.  10.  22.   0. 
 17.  18.  13.  13.  30.   31.   0.   0.   0.  18.  18.  29.  23.  18.  64.   0. 
 16.  17.  34.  34.   0.    0.  35.  35.   7.  58.   0.  44.   7.   0.   0.   7. 
 16.  16.   5.   5.  11.   11.   0.   0.   0.  19.  15.  11.  14.  15.  15.   0. 
  6.   6.   0.   0.  19.   19.  13.  13.  36.   1.   1.   0.   0.  26.   1.   6. 
  0.   0.  45.  45.  36.   37.   8.   9.   0.  12.  49.   0.   0.  18.  12.  50. 
  8.   8.   9.   9.   2.    2.  19.  19.  20.   0.   0.  10.  10.   0.  42.  10. 
 29.  29.   0.   0.  16.   16.  27.  28.  27.  15.  15.   0.   0.  15.  55.   0. 
 29.  29.  16.  16.  13.   13.   0.   0.  15.  38.   0.  51.  43.   0.   0.  15. 
 16.  16.   4.   5.  20.   21.   0.   0.   0.  20.  20.  64.   0.  28.  25.   0. 
  0.   0.  17.  17.   7.    7.  24.  24.   3.   0.   0.   3.   8.   0.  33.   3. 
 14.  15.  39.  40.   0.    0.  25.  25.   0.  58.  34.  13.  45.  34.  34.   0. 
  1.   1.  14.  14.   5.    5.  20.  20.  26.   0.   0.   2.   2.   0.   0.  10. 
 33.  34.   0.   0.  20.   20.  28.  29.   0.  34.  20.   0.   0.  20.  20.   7. 
  0.   0.  22.  22.  16.   16.   6.   6.   2.   0.   0.  40.   2.  33.  20.   2. 
  3.   3.   7.   8.   0.    0.  10.  11.  10.  56.  31.  10.  10.   0.   0.  30. 
  0.   0.   6.   6.  15.   15.  21.  21.   4.   8.   8.   0.   0.  36.   8.   3. 
  8.   9.   7.   8.   0.    0.   5.   5.   0.   5.  13.   0.   0.   0.   0.   0. 
 12.  12.   0.   0.  10.   10.   2.   2.   4.   2.  24.   4.   4.   0.   0.  12. 
 12.  12.   0.   0.  10.   10.  13.  14.  16.   6.   0.  16.  16.   0.   4.  16. 
 11.  12.   0.   0.  11.   12.   0.   0.   8.   9.  10.   8.  20.   0.   0.  30. 
 14.  14.   0.   0.  10.   10.   4.   4.   0.   3.  45.   0.   0.   2.   2.   2. 
 23.  23.   5.   5.  18.   18.   0.   0.  25.   6.   0.  25.  34.   0.   0.  25. 
 16.  16.  36.  36.   4.    4.  16.  16.   0.   4.   4.  36.   0.  22.   4.   0. 
 26.  26.   0.   0.   1.    2.  24.  25.  13.  20.  44.   0.   0.  20.  20.  48. 
 12.  13.  20.  20.   0.    0.  18.  18.  18.   0.  14.   7.   7.   0.   0.   7. 
  3.   4.   7.   8.   0.    0.  11.  11.   4.  36.  44.   0.   0.  36.  36.  37. 
 17.  17.   8.   8.   7.    7.  32.  32.  38.   0.   0.  34.  34.   0.  15.  34. 
 18.  18.  18.  18.   0.    0.   0.   0.   3.  16.   0.  28.  37.   0.   0.   3. 
 24.  25.   0.   0.  17.   17.   7.   8.  10.  11.   0.  20.  10.   0.  54.  10. 
 15.  15.  31.  31.   0.    0.  25.  25.  16.   8.   8.   4.   0.   8.   8.   0. 
  0.   0.  14.  15.   0.    0.  14.  15.   0.  31.  43.   0.   7.   8.   8.   4. 
 18.  18.  24.  24.   0.    0.   6.   6.   2.  36.   0.   5.   6.   0.   0.   2. 
  4.   4.   0.   0.   6.    6.   2.   2.  20.   3.   3.   0.   0.  34.  38.   0. 
  9.   9.  18.  18.  17.   17.  44.  44.  18.   0.   0.   5.   5.   0.  10.   5. 
 17.  17.   0.   0.  11.   11.   6.   6.  19.   8.   8.  24.   0.   8.  62.   0. 
  0.   0.   4.   4.   1.    2.   2.   3.   0.   8.   8.  28.  14.   8.  32.   0. 
  2.   2.   4.   4.  44.   44.  50.  50.  43.  27.  27.   0.   0.  27.  27.  62. 
 16.  16.   0.   0.   8.    8.   8.   8.  27.   0.   0.  30.  23.   0.  12.  23. 
  8.   8.   0.   0.   8.    8.   0.   0.  58.  12.  12.   4.   0.  16.  42.   0. 
 25.  25.   0.   0.  18.   19.   6.   7.  39.  48.   0.  62.  39.   0.  14.  39. 
 14.  15.   5.   5.   2.    3.   7.   7.  22.  16.  16.  22.   0.  16.  16.   0. 
  0.   0.  10.  10.   4.    5.   5.   6.   0.  19.  19.  48.  47.  19.  22.   0. 
 15.  15.   0.   0.   6.    6.   9.   9.   0.  26.  22.   0.   0.  16.  16.  18. 
  0.   0.  20.  20.  20.   20.  40.  40.  18.  22.   0.  18.  31.   0.   0.  29. 
 20.  20.   0.   0.  20.   20.   0.   0.  16.  34.   0.  46.  24.   0.  58.  16. 
 18.  18.   3.   3.  35.   36.  15.  15.  10.   0.   0.  10.  10.  15.  15.  10. 
 13.  13.   0.   0.  13.   13.   0.   0.   9.   6.   6.  30.   0.  42.   6.   0. 
  0.   0.   4.   4.   0.    0.   4.   4.  29.  16.   0.  36.  54.   0.  52.  29. 
  6.   7.  28.  28.   0.    0.  34.  35.  10.  20.   0.  12.  10.   0.  23.  10. 
  0.   1.  25.  25.   0.    0.  24.  25.  36.   0.  35.   6.   6.  11.   0.   6. 
 21.  21.  20.  21.  16.   16.   0.   0.  13.   0.   3.  13.  15.   0.   0.  13. 
 13.  13.  13.  13.   0.    0.   0.   0.   2.   0.  33.   2.   2.  59.   0.   2. 
  0.   0.   5.   5.  22.   22.  27.  27.  24.   2.   2.   0.   0.  30.  32.   0. 
 11.  11.   4.   4.  21.   21.   6.   6.   0.  16.  16.   0.  18.  16.  16.  19. 
  8.   9.   2.   2.  10.   11.   0.   0.   0.   4.   4.  21.  47.   4.  28.   0. 
  7.   7.  33.  34.   9.    9.  18.  18.  28.   0.  29.  28.  28.  32.   0.  28. 
  0.   0.  22.  22.   8.    8.  30.  30.   0.  14.  14.   0.   0.  50.  14.  23. 
  1.   1.   0.   0.   4.    4.   4.   5.   0.  22.  10.   0.   0.  10.  17.   0. 
 11.  11.  16.  17.  27.   28.   0.   0.   0.  14.  42.   0.  27.  14.  14.  41. 
  8.   8.   0.   0.   8.    8.   0.   0.   0.  16.  18.   0.  18.  16.  16.  18. 
 14.  14.   0.   0.   9.    9.  13.  14.  42.  18.  18.   0.   0.  18.  18.   7. 
 14.  15.  22.  22.   5.    5.   2.   3.   0.   0.   0.  37.   7.   0.   0.   0. 
  1.   1.   0.   0.  18.   19.  17.  18.  16.   6.   6.   0.   0.  52.   6.  30.  
