  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
3634.45	132	133	-125	-122	-117	-120	109	109
3864.29	140	148	37	7	135	135	42	10
3871.06	-38	-5	159	162	-60	-6	147	147
3921.27	127	129	124	117	-132	-134	-140	-140
4011.35	122	-122	-37	37	40	-40	-15	15
4013.26	40	-40	-38	38	-113	113	39	-39
4017.89	37	-37	116	-116	3	-3	33	-33
4023.32	3	-3	34	-34	-21	21	-137	137
