  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 14.  14.   0.   0.  14.   14.   0.   0.   9.  42.  44.   9.  18.   0.   0.  28. 
  0.   0.  21.  21.  12.   12.  19.  19.   2.   0.   0.   2.  12.   0.   0.   4. 
 17.  17.   0.   0.  17.   17.   0.   0.   0.  42.  38.  42.  48.  38.  58.   0. 
 15.  15.  31.  31.  24.   24.   0.   0.  26.   0.   8.  26.  56.   0.   0.  26. 
  0.   0.   6.   6.  11.   11.  17.  17.  36.  11.   0.  36.  39.   0.   0.  38. 
  1.   1.   0.   0.  25.   26.  24.  25.  37.  10.  10.   0.   0.  22.  10.   7. 
  6.   6.   0.   0.   6.    6.   8.   9.  14.  14.  14.   0.   0.  14.  18.   0. 
 21.  22.   0.   0.  22.   23.  36.  36.   0.  26.   4.   0.   0.   4.   4.   1. 
  0.   0.  12.  12.   3.    3.  15.  15.  28.   0.   0.  13.  13.  32.   6.  13. 
 12.  12.   9.   9.   3.    3.   0.   0.  24.  26.  26.   0.   0.  29.  26.   0. 
  0.   0.   6.   7.   5.    5.  11.  12.   0.   3.   0.   0.  32.   0.  15.   0. 
 44.  45.  44.  44.   8.    9.   0.   0.  18.   0.   0.  28.  18.   2.   0.  18. 
 15.  15.   0.   0.  14.   14.   1.   1.   0.  55.  14.  26.   0.  14.  23.   0. 
 26.  26.   0.   0.  42.   42.  48.  49.  12.  21.   0.  12.  12.   0.   0.  24. 
  5.   5.   1.   1.   6.    6.   0.   0.   0.   1.   1.  40.   8.   1.  17.   0. 
  6.   7.   9.  10.   0.    0.   3.   3.  24.   2.   2.  18.   0.  20.   2.   0. 
 11.  11.  31.  31.  42.   42.   0.   0.   5.   0.  14.   5.  18.   0.   0.  50. 
 10.  10.   0.   0.   1.    1.   9.   9.  36.   0.   0.  40.   4.   0.  15.   4. 
  0.   0.  40.  40.  47.   47.  11.  11.   0.  12.  12.   0.   0.  22.  12.  10. 
  0.   0.   8.   9.  20.   21.  29.  29.  24.   0.   0.  10.  10.  12.  30.  10. 
 11.  12.  17.  17.  13.   13.  41.  42.  14.  14.  14.   0.   0.  14.  14.  38. 
  0.   0.   3.   3.   0.    0.   3.   3.  36.   0.   0.  22.  18.   8.   4.  18. 
  7.   7.   1.   1.   4.    4.  12.  12.   0.  18.   8.   0.   0.   8.   8.  24. 
  0.   0.  11.  12.   0.    0.  11.  12.  40.  49.   0.  45.  50.   0.  61.  40. 
 13.  13.  16.  17.   0.    0.  20.  21.  12.   1.  13.  12.  12.   0.   0.  12. 
