  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
3185.74 233 238 214 226 259 248 222 208
3350.95 134 145 4 62 174 165 38 5
3366.8 11 70 229 305 46 58 274 215
3402.43 186 209 246 164 139 148 219 174
3459.58 3 3 20 20 144 144 21 21
3482.29 111 111 58 58 5 5 9 9 
3486.49 57 57 123 123 3 3 6 6 
3494.28 17 17 14 14 9 9 140 140
