  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
4284.403   -3.487    3.504    0.882   -0.932    0.204   -0.198   -1.289    1.253 
4285.080   -1.140    1.107    0.312   -0.369   -2.074    2.010    3.007   -3.038 
4295.133   -0.164    0.214   -2.366    2.324   -2.575    2.635   -1.588    1.536 
4307.158   -1.058    1.099   -2.885    2.894    1.945   -1.928    1.242   -1.213 
4282.119   -3.388    3.398    0.372   -0.454   -1.657    1.644   -0.542    0.482 
4284.403   -1.328    1.314    1.382   -1.350    3.263   -3.260   -0.663    0.678 
4294.962    0.228   -0.158   -1.860    1.866    0.207   -0.141   -3.344    3.353 
4305.419   -1.160    1.186   -3.041    3.048    1.152   -1.118    1.678   -1.684 
4283.877    3.154   -3.138   -1.475    1.527   -0.396    0.405    1.571   -1.516 
4290.013    0.768   -0.836    2.762   -2.726    1.997   -2.067    1.575   -1.535 
4294.071   -1.375    1.321    0.533   -0.592   -2.326    2.275    2.679   -2.734 
4307.527   -1.531    1.527   -2.138    2.169    2.288   -2.262    1.613   -1.616 
4286.582   -0.588    0.543    3.073   -3.036    2.187   -2.248   -0.358    0.397 
4293.998    3.378   -3.393    0.227   -0.174    0.833   -0.867    1.625   -1.557 
4295.878   -0.871    0.812    1.630   -1.678   -2.072    2.008    2.655   -2.695 
4309.934    1.512   -1.496    1.606   -1.628   -2.218    2.232   -2.232    2.217 
4282.822   -2.060    2.106    0.135   -0.166    0.261   -0.230   -3.211    3.198 
4288.395    2.717   -2.685   -0.711    0.784    2.067   -2.024   -1.601    1.667 
4291.236   -1.067    1.019    2.055   -2.022    2.907   -2.927    0.993   -0.988 
4306.146    1.390   -1.427    3.170   -3.170   -1.426    1.383   -0.867    0.877 
4280.493   -2.881    2.840    2.414   -2.470    0.658   -0.711   -0.223    0.185 
4284.275    1.334   -1.395    1.445   -1.395    1.474   -1.511    2.939   -2.912 
4290.533   -1.503    1.506   -0.917    0.853   -2.463    2.438    2.366   -2.396 
4303.181   -1.522    1.550   -2.416    2.457    2.488   -2.423    0.636   -0.642 
4280.409    0.302   -0.290    0.430   -0.373    3.481   -3.461   -1.508    1.566 
4281.329   -1.886    1.816    3.293   -3.309    0.014   -0.063    0.567   -0.595 
4293.327   -1.862    1.910   -0.520    0.474   -1.128    1.176   -3.116    3.084 
4302.296   -2.751    2.786   -1.864    1.808    1.124   -1.140    1.548   -1.554 
4275.324   -3.274    3.243    1.955   -2.035    0.090   -0.145    0.028   -0.066 
4288.781    0.898   -0.949    1.426   -1.421   -0.087    0.009    3.458   -3.421 
4290.360   -1.418    1.461   -2.276    2.221   -2.430    2.446    1.269   -1.299 
4305.308   -1.027    1.055   -1.886    1.928    2.979   -2.958    1.126   -1.087 
4285.406   -0.380    0.302    3.427   -3.411    0.837   -0.897    1.462   -1.462 
4287.155   -1.335    1.368    1.032   -1.038    0.978   -0.952   -3.301    3.300 
4295.955    2.117   -2.107   -0.504    0.580    3.169   -3.153   -0.079    0.147 
4306.868    2.897   -2.893    1.289   -1.275   -1.760    1.751   -1.273    1.304 
4283.558   -1.096    1.039    2.972   -2.950    2.151   -2.215   -0.086    0.102 
4288.677   -2.933    2.970   -0.354    0.284   -1.081    1.112   -2.200    2.134 
4294.140   -1.505    1.463    0.916   -0.976   -1.919    1.862    2.824   -2.859 
4306.890   -1.627    1.637   -2.209    2.240    2.295   -2.261    1.398   -1.396 
4292.871   -2.793    2.808    1.206   -1.235    0.896   -0.886   -2.167    2.142 
4294.979    1.492   -1.514    1.271   -1.197    3.307   -3.315    0.140   -0.080 
4297.641    1.195   -1.117   -2.433    2.455    0.510   -0.441   -2.674    2.706 
4310.640    1.819   -1.827    2.409   -2.410   -1.677    1.655   -1.689    1.704 
4293.038    2.028   -2.054   -0.596    0.592   -1.767    1.728    2.685   -2.679 
4295.217    1.677   -1.701    2.605   -2.572    2.144   -2.197    0.731   -0.665 
4296.709   -2.272    2.214    2.392   -2.444   -1.561    1.511    1.208   -1.269 
4310.436    1.662   -1.631    1.354   -1.372   -2.146    2.167   -2.362    2.355 
4280.334   -0.487    0.516   -3.277    3.321   -0.055    0.142   -1.880    1.860 
4283.773    0.239   -0.264   -1.716    1.711   -1.575    1.548    3.034   -3.048 
4290.557    3.677   -3.639   -0.528    0.561    1.018   -1.012   -0.048    0.112 
4303.430    1.012   -0.997    0.703   -0.751   -3.353    3.368   -1.410    1.363 
4276.198   -0.293    0.309   -0.992    0.937   -3.684    3.691    0.060   -0.099 
4286.306   -1.170    1.106    3.502   -3.513   -0.828    0.784    0.651   -0.682 
4289.397   -2.195    2.248   -0.109    0.075    0.158   -0.127   -3.132    3.118 
4302.945    2.915   -2.893    1.219   -1.187   -0.590    0.592   -2.097    2.152 
4277.874   -2.805    2.760    2.397   -2.420   -1.041    1.048   -0.020   -0.053 
4282.773   -2.162    2.217   -1.853    1.818    1.563   -1.535   -2.026    2.016 
4288.102    0.933   -0.938    2.306   -2.274    2.750   -2.772   -0.957    1.015 
4301.944   -1.127    1.097   -0.489    0.474    1.851   -1.933    3.131   -3.094 
4274.062    0.985   -1.062   -0.314    0.283   -2.020    1.942    3.070   -3.110 
4285.721   -1.284    1.338   -2.259    2.190   -2.455    2.503   -1.402    1.334 
4292.551   -2.456    2.412    2.651   -2.706   -1.277    1.232    0.221   -0.290 
4305.490    2.469   -2.450    1.582   -1.586   -1.746    1.737   -1.759    1.792 
4280.512    3.756   -3.730    0.187   -0.165    0.512   -0.528    0.611   -0.548 
4288.738    0.376   -0.360   -3.287    3.299   -1.876    1.924    0.352   -0.381 
4290.095   -0.271    0.225    1.414   -1.462   -2.012    1.943    2.935   -2.959 
4303.376   -0.672    0.650   -1.306    1.350    2.627   -2.648    2.383   -2.344 
4278.127   -1.815    1.744    3.011   -3.019    1.476   -1.557    0.284   -0.284 
4288.473   -2.846    2.886   -0.586    0.487   -2.013    2.028   -1.484    1.424 
4289.757   -0.663    0.646    0.047   -0.093   -1.586    1.541    3.436   -3.445 
4305.386   -1.680    1.716   -2.289    2.315    2.450   -2.407    0.824   -0.813 
4288.769   -1.308    1.252    3.595   -3.597    0.241   -0.282    0.279   -0.297 
4292.652    0.175   -0.212    0.091   -0.118   -3.090    3.068    2.264   -2.308 
4294.210    3.116   -3.135    0.913   -0.863    1.340   -1.382    1.566   -1.494 
4307.392   -1.833    1.806   -0.992    0.985    1.809   -1.851    2.672   -2.667 
4291.432   -0.654    0.641    1.843   -1.799    3.054   -3.046   -1.299    1.322 
4292.146   -1.253    1.322   -1.108    1.066   -1.014    1.053   -3.293    3.287 
4295.891   -2.559    2.514    2.264   -2.325   -1.616    1.564    0.706   -0.761 
4309.102    2.497   -2.513    2.246   -2.229   -1.369    1.342   -1.271    1.303 
4287.350    0.228   -0.168   -1.100    1.122    1.315   -1.251   -3.418    3.447 
4288.573    1.844   -1.803   -3.081    3.086   -1.198    1.228    0.658   -0.649 
4294.311   -2.199    2.226   -0.433    0.352   -2.913    2.920   -1.119    1.062 
4305.842    2.534   -2.565    1.970   -1.944   -1.770    1.761   -1.137    1.145 
4286.980   -1.955    1.896    3.305   -3.306   -0.271    0.256   -0.087    0.043 
4291.695    1.907   -1.971    1.105   -1.072   -1.179    1.138    2.916   -2.900 
4294.844   -1.625    1.636   -1.235    1.180   -3.235    3.270    0.208   -0.285 
4307.148    2.161   -2.139    1.078   -1.051   -1.638    1.684   -2.495    2.503 
4284.377    3.026   -3.020    0.215   -0.146    2.306   -2.302   -0.412    0.481 
4286.568   -2.208    2.203    1.359   -1.345    2.547   -2.550   -1.233    1.246 
4295.324   -0.189    0.245   -2.759    2.773    0.031    0.057   -2.666    2.647 
4305.416   -0.794    0.796   -2.279    2.303    1.700   -1.707    2.458   -2.429 
4282.459    1.667   -1.733   -0.301    0.311   -1.190    1.124    3.227   -3.210 
4291.384    0.350   -0.408    2.980   -2.935    2.223   -2.277    0.907   -0.862 
4294.868    2.719   -2.683   -1.589    1.668    2.041   -1.997   -0.815    0.895 
4309.129    2.104   -2.101    1.800   -1.809   -2.074    2.061   -1.675    1.684 
4281.270   -1.245    1.294   -1.724    1.656   -2.884    2.916   -1.354    1.307 
4285.780   -2.123    2.149    0.849   -0.851    1.645   -1.625   -2.606    2.592 
4293.543   -1.493    1.434    2.931   -2.963   -1.631    1.580    1.134   -1.175 
4302.356    2.551   -2.513    1.566   -1.565   -1.013    0.997   -2.173    2.231 
4277.301    1.299   -1.353   -0.120    0.124   -1.165    1.100    3.411   -3.398 
4285.488    3.198   -3.165   -1.573    1.642    1.062   -1.022   -0.914    0.979 
4293.346   -0.536    0.586   -2.481    2.429   -2.766    2.812   -0.821    0.766 
4304.751   -1.563    1.597   -2.476    2.474    2.146   -2.140    1.247   -1.226 
4288.582   -2.127    2.085    3.140   -3.168    0.430   -0.483    0.360   -0.375 
4289.586    0.780   -0.822    0.297   -0.309   -1.296    1.234    3.524   -3.518 
4294.370   -2.759    2.790   -1.574    1.504   -2.153    2.173   -0.046   -0.018 
4307.138    1.393   -1.406    1.512   -1.534   -2.878    2.883   -1.497    1.462 
4270.688   -0.019    0.012   -0.858    0.791   -3.467    3.460    1.348   -1.423 
4283.444   -2.141    2.072    3.049   -3.079   -0.411    0.347    0.824   -0.859 
4290.508    2.197   -2.255    0.881   -0.833    0.893   -0.961    2.883   -2.837 
4301.941    2.298   -2.319    1.991   -1.953   -1.256    1.276   -1.975    1.974 
4284.209    1.634   -1.574   -2.041    2.066    2.661   -2.653   -0.865    0.936 
4288.095    1.621   -1.594   -2.311    2.303   -2.406    2.422    0.996   -1.002 
4295.259   -1.926    1.992   -1.582    1.530   -0.930    0.978   -2.770    2.740 
4304.861    2.395   -2.401    1.684   -1.631   -0.924    0.958   -2.306    2.324 
4281.912   -0.184    0.159    3.151   -3.137    2.131   -2.181   -0.319    0.360 
4286.956    1.511   -1.461   -1.826    1.887    2.610   -2.562   -1.501    1.565 
4290.647    3.313   -3.316    0.641   -0.627   -0.411    0.371    1.805   -1.761 
4304.239   -1.236    1.202   -0.959    0.973    1.771   -1.814    3.030   -3.009 
4280.974    0.146   -0.110   -1.870    1.793   -3.307    3.338    0.478   -0.533 
4291.786    3.240   -3.249   -0.909    0.971    0.880   -0.884    1.627   -1.572 
4294.490    0.555   -0.471   -2.320    2.332    0.904   -0.825   -2.876    2.898 
4307.812   -1.982    1.990   -2.263    2.252    1.460   -1.446    1.892   -1.909 
4278.138   -1.371    1.356    0.348   -0.412   -2.523    2.469    2.516   -2.544 
4282.947    3.318   -3.331   -1.188    1.235   -0.683    0.686    1.316   -1.294 
4287.131    0.031   -0.066    1.285   -1.252    2.630   -2.683    2.477   -2.427 
4302.683    1.292   -1.357    3.407   -3.388   -0.967    0.941   -0.742    0.728 
4266.459    0.063   -0.057    0.763   -0.702    3.629   -3.624   -0.906    0.962 
4277.584    1.209   -1.283    0.965   -0.934    0.634   -0.697    3.436   -3.415 
4287.977   -1.572    1.528    3.413   -3.434   -0.743    0.703   -0.261    0.228 
4300.270    3.294   -3.275    1.251   -1.224   -0.665    0.660   -1.375    1.433 
4280.704   -2.001    1.931    3.147   -3.177    0.822   -0.873   -0.310    0.275 
4289.901   -2.082    2.082   -0.502    0.421   -3.176    3.190   -0.233    0.149 
4293.171    1.522   -1.587    1.603   -1.596   -1.446    1.389    2.789   -2.784 
4307.481    2.040   -2.011    1.386   -1.376   -1.355    1.375   -2.614    2.635 
4287.377   -2.252    2.315   -0.262    0.193   -1.326    1.338   -2.780    2.754 
4290.831   -0.798    0.792    1.469   -1.430    3.310   -3.291   -1.053    1.064 
4296.844   -2.209    2.143    2.251   -2.295   -0.899    0.845    1.997   -2.055 
4308.780    2.034   -2.051    2.738   -2.729   -1.159    1.115   -1.337    1.376 
4280.158    0.339   -0.318   -1.762    1.701   -3.143    3.155    1.258   -1.306 
4286.115    0.498   -0.412   -2.379    2.378    0.187   -0.110   -2.960    2.974 
4290.656    2.464   -2.463   -1.528    1.591    1.810   -1.807    1.745   -1.691 
4305.301   -2.883    2.908   -1.923    1.882    1.211   -1.203    1.127   -1.148 
4275.642   -2.842    2.853    1.886   -1.932    0.122   -0.102   -1.731    1.655 
4280.826    0.894   -0.992    3.169   -3.124    0.033   -0.100    1.976   -1.948 
4292.812   -1.478    1.454   -0.558    0.510   -3.086    3.090    1.630   -1.701 
4303.357    1.889   -1.863    0.907   -0.897   -2.259    2.299   -2.284    2.280 
4279.029   -2.949    2.935    1.857   -1.939    0.277   -0.282   -1.562    1.480 
4290.660   -0.207    0.099    2.261   -2.276   -0.840    0.751    2.980   -2.991 
4296.070    1.319   -1.346    1.494   -1.423    3.283   -3.302   -0.128    0.198 
4310.516    2.054   -2.064    1.969   -1.955   -1.791    1.796   -1.862    1.865 
4284.761   -1.259    1.296   -2.830    2.797   -1.904    1.974   -1.198    1.140 
4288.062   -2.056    2.075    1.104   -1.101    1.408   -1.383   -2.709    2.696 
4296.764    2.470   -2.419   -1.663    1.722    1.845   -1.794   -1.586    1.651 
4305.658   -1.709    1.673   -1.623    1.672    2.403   -2.384    1.848   -1.861 
4290.886    0.810   -0.847   -0.392    0.372   -2.660    2.631    2.616   -2.644 
4294.420   -2.871    2.836    2.151   -2.199   -1.369    1.355   -0.196    0.126 
4297.163    0.841   -0.910    2.525   -2.479    1.887   -1.951    2.037   -1.994 
4310.172    2.273   -2.279    1.921   -1.893   -1.477    1.495   -1.933    1.941 
4289.771   -3.015    3.009    1.694   -1.718    0.838   -0.839   -1.452    1.417 
4290.913   -1.649    1.674   -1.682    1.619   -3.014    3.049   -0.274    0.202 
